	SCR_0pt5mM_A	SCR_0pt5mM_B	SH1_0pt5mM_A	SH1_0pt5mM_B
ENSMUSG00000000605.9|Clcn4	4.38400035745768	4.3724425398997	4.57189225880359	4.47530105561663
ENSMUSG00000000627.15|Sema4f	2.93018499745782	2.96939886275614	1.98217593118688	1.74534692388972
ENSMUSG00000000628.10|Hk2	8.38714566575835	8.31218550799139	8.09269312587785	7.95656123603491
ENSMUSG00000000631.20|Myo18a	7.70743411177215	7.53132335193052	7.82152383350864	7.76824287873094
ENSMUSG00000000682.7|Cd52	-2.97479294231985	-2.5690603545898	0.976754249891723	0.847158595600039
ENSMUSG00000000690.5|Hoxb6	0.590421508514363	0.481007397114091	0.531397613841638	1.01460782705827
ENSMUSG00000000693.10|Loxl3	2.79126184751638	2.70624248963075	3.2229147554573	3.23563130069046
ENSMUSG00000000706.16|Btn1a1	-0.107187213274146	-0.172155544261997	1.71517634405683	1.71517634405683
ENSMUSG00000000708.14|Kat2b	5.70028053848168	5.70127353547701	6.36682800684728	6.37816763090904
ENSMUSG00000000711.3|Rab5b	6.28978697831169	6.19859505814604	6.60477877007587	6.51152492562902
