	SCR_0pt5mM_A	SCR_0pt5mM_B	SCR_4mM_A	SCR_4mM_B	SH1_0pt5mM_A	SH1_0pt5mM_B	SH1_4mM_A	SH1_4mM_B	SH2_0pt5mM_A	SH2_0pt5mM_B	SH2_4mM_A	SH2_4mM_B
ENSMUSG00000006567.11|Atp7b	4.60406421855674	4.6308264444494	5.08724424846713	5.02765638652733	5.74756171955567	5.68714389395029	6.02782268888721	5.8641481620658	4.33553839598233	4.53770214574737	4.28390502645397	4.50353572827898
ENSMUSG00000006574.15|Slc4a1	-3.04043205625204	-5.64210115232516	-5.3779407355383	-5.3779407355383	0.236505273235691	0.278010838447366	-1.0183986790125	-0.603978894593414	-2.99997982065452	-2.48048817312837	-2.99997982065452	-3.04043205625204
ENSMUSG00000006575.14|Rundc3a	0.406247772272728	0.807971222365608	0.842928562359887	1.40308614870077	2.60965315103065	2.7248622894812	2.32441105534442	2.32858114426342	1.39749205969618	1.75461751100135	1.12919258162691	0.852373187058943
ENSMUSG00000006576.16|Slc4a3	2.88061365862953	2.87719286966417	2.48683119314717	2.69259307350815	1.99261474470112	2.05017565681221	2.19846225052269	2.61295644985607	1.50029978680505	1.62272945719219	1.34246429279477	1.34010687242549
ENSMUSG00000006585.3|Cdt1	6.35547785390137	6.43221673370644	5.8607668788848	5.90688355552389	5.69112829061659	5.9244862067698	4.99636670301767	4.98818231464899	6.36137579989124	6.22478254526483	6.02130491753566	5.79885391091774
ENSMUSG00000006587.6|Snai3	1.04151912450134	0.840208426863486	1.17752062313009	1.37419570742149	-1.34303090937263	-0.21371561580472	-1.51510993622948	-1.54722643696606	1.21095506847903	0.654913041147616	0.895109017579019	0.69672459331911
ENSMUSG00000006589.8|Aprt	7.11913263686333	6.90962592286272	7.09810559450539	7.14896006998643	7.21920498807942	7.40805915044219	7.24206251963474	7.36400648109731	6.99095443561897	6.9974308911041	6.97729123408208	6.86393452792844
ENSMUSG00000006599.13|Gtf2h1	6.52208594842229	6.60896408449022	6.25534407128769	6.23691503356358	5.55750896824699	5.4596067692483	5.7052640008388	5.82766441571589	6.19133110510997	6.20121375070317	6.37435139785746	6.36378659993577
ENSMUSG00000006611.15|Hfe	3.28975144093181	3.16378737629406	3.92159403368467	3.74860616461568	3.47291233925774	3.53717159236396	3.84513553814144	3.76754190090481	2.69855451174922	2.88783166943773	2.66563847124869	3.05370605311465
ENSMUSG00000006638.14|Abhd1	1.75160436991201	1.55675153070498	1.91842312770179	1.94634844594259	0.654913041147616	0.699129165208458	0.624104413342087	0.654913041147616	0.915659699235247	1.04250459400404	1.27865895675221	0.97170982132473
ENSMUSG00000006641.12|Slc5a6	4.29670673883744	4.25293528443382	3.73285851447777	3.87330426253331	3.01405621712501	3.05013398764475	3.23317585927943	3.06121056160249	4.11546281283908	3.81714069732521	4.24054478382549	4.17033808801955
ENSMUSG00000006642.3|Tcf23	3.78902632377052	3.80386711806085	3.42613786670688	3.30640552133837	3.21710655794622	3.0662620869641	3.3112991155034	3.37016489159117	2.07130477103597	2.6092702688867	1.59737850769515	2.30155970707425
ENSMUSG00000006651.8|Aplp1	1.21292600748442	0.807971222365608	0.979945367845964	0.69672459331911	-1.40033322706749	-1.27214333204184	-1.38312898727854	-0.915691798213273	-0.813971732803865	-0.210709374731561	-0.603978894593414	-0.567710889131572
ENSMUSG00000006673.14|Qrich1	7.14276231397344	7.10513213682659	7.16608497722938	7.16678019678289	6.72819983443494	6.66934141556313	6.84185300526455	6.8584672367685	6.86216710791187	6.88532732964428	6.92352712081722	6.92498080549959
ENSMUSG00000006676.16|Usp19	7.15628963882097	7.13559409218951	6.99901955410676	7.01887765756675	7.06191728166751	7.08598529466206	7.0699709157321	6.94695779140403	6.98156104631083	7.05914949587897	6.99884816129427	6.90541652745088
ENSMUSG00000006678.6|Pola1	6.09459768113169	6.07999617692809	5.68077918312573	5.62994918701556	5.18238291593867	5.07018545781456	4.72176035314957	4.42584757395132	6.13003584879796	6.00798978249688	5.99132248768112	5.93012284005358
ENSMUSG00000006699.17|Cdc42	8.04665120458937	8.03384474616434	8.08285031335258	8.07488113721093	8.41722783336331	8.39679777583846	8.44282167071864	8.3931879145706	7.91257425612534	7.90687109190388	7.94401763416713	7.97465288691209
ENSMUSG00000006705.13|Pknox1	5.30831248838608	5.37710837323356	5.71131177771689	5.66938907217159	3.91351404238902	3.84147602168199	4.17428456551994	4.18805902654208	5.14543603381092	5.10208930655807	5.22238611600267	5.29837694577793
ENSMUSG00000006715.11|Gmnn	4.68033375423072	4.7621760163094	4.28094354357064	4.34696590397964	5.34736487164858	5.49100814915113	4.94448588434054	4.77600493683929	4.80109675808373	4.87758349798456	4.64894208757967	4.54358320965788
ENSMUSG00000006717.7|Acot13	4.99379172639317	5.10230564949735	4.43063084551578	4.45440847961292	5.06881706244387	5.21104325772895	5.30588384064036	5.48623480008174	4.9787939554011	4.94157185801104	4.47252502993297	4.52698582637395
ENSMUSG00000006720.16|Zfp184	3.22090171714069	3.27311816196899	3.09807749676091	3.09309978255526	2.37636231679741	2.14153984731189	1.83145512454462	2.05457510065291	2.33678122620854	2.74902223971486	2.6002383297811	2.71690841677049
ENSMUSG00000006728.12|Cdk4	7.99269958261395	7.90941675161954	7.84573564036344	7.93781986388418	7.90157185811887	8.02994231484037	7.95163840580175	7.96899813648448	7.88319172838205	7.93343172478638	7.88898539334361	7.81910073896469
ENSMUSG00000006731.10|B4galnt1	6.01649486211058	5.92724812425899	6.12228319775145	6.21792421332484	7.29338182906064	7.24564140620089	7.38140598374944	7.37012711227385	6.41351370069079	6.59695026305408	6.0968838631559	6.22526418140517
ENSMUSG00000006732.14|Mettl1	4.99016080159251	4.90506689261211	5.57455522540533	5.49389822725434	3.18501198937311	3.02188844169845	3.21732755927372	3.20765578966779	5.43019351888203	5.11177706651798	5.80577399098146	5.6403920987984
ENSMUSG00000006736.9|Tspan31	6.43723644071372	6.36502836921839	6.51139760066569	6.60259801767578	6.96594443332956	7.01171450692405	6.90216420878144	6.95678275953993	6.60662670227993	6.57453194811142	6.62071690323872	6.56571639546628
ENSMUSG00000006740.14|Kif5b	8.83566363433287	8.89504045380527	8.59124909543394	8.50668070585608	7.61240449881188	7.40175774878318	7.55739374475051	7.46714509269326	8.07770063873393	8.01674670589924	8.10950954196292	8.06946301238566
ENSMUSG00000006763.14|Saal1	3.53194903164181	3.44924464713447	3.55620416156392	3.36080540290448	3.74482960185157	3.90917275304888	3.69474621613345	3.70116682497646	3.68960786424648	3.57926288983752	3.69404256001761	3.37712607461243
ENSMUSG00000006764.8|Tph2	-0.431238369690951	-1.58524366098733	-1.73004506610633	-1.4552186233285	0.036949553452671	-0.360803802907713	-0.136896410356858	-1.01038073607423	-0.456792300210875	-0.564847857878071	-0.856706176847679	-0.87798570062082
ENSMUSG00000006777.7|Krt23	7.73068455222577	7.6888497475613	7.64229058538064	7.58009877743012	6.37590593065434	6.45425248455032	5.86823973033068	6.0324646687872	6.41182307435279	6.5153953654936	6.84668001726198	6.97262659104037
ENSMUSG00000006782.16|Cnp	4.11277490861785	3.98639492432474	4.04107405872164	3.95755774301781	5.80516576502007	5.88630488003615	5.85911374105065	5.84432252701395	4.94600896700129	5.08909596694389	4.38988948881861	4.44002875160063
ENSMUSG00000006784.14|Ttc25	-0.255480600733241	-1.58524366098733	-1.04780662090516	-1.4552186233285	0.036949553452671	0.110016449957539	0.10406485799624	-0.27738603278897	0.0281821466221619	-0.132750324090433	-0.0253282851324404	-0.65536499602024
ENSMUSG00000006800.14|Sulf2	1.83797114469442	1.57311465894432	1.67355147307269	1.57549846070923	-1.11134065014149	-0.636265956928725	-0.27738603278897	-0.603978894593414	-0.360803802907713	-0.132750324090433	-0.293349779310852	-0.2077031336584
ENSMUSG00000006818.5|Sod2	5.80438859924124	5.78815727676789	5.86398117980168	5.76598306768415	5.74286075029833	5.78504896787688	5.92041275055718	6.13249295165683	6.27781106034522	6.22835471449218	6.12723402638176	6.15550810540099
ENSMUSG00000006850.8|Tmco6	3.35716091850525	3.34211518513502	4.10907768781987	4.1776587428578	4.03002674419086	4.10605597016099	4.17021018947476	4.36355442577771	3.42746468445256	3.23592580252494	3.56565598952656	3.62275437932919
ENSMUSG00000006906.10|Stambp	4.82476894935532	4.77318333233467	4.4870113213845	4.59493579816629	5.27032971106041	5.43160763735851	5.42760961541629	5.45779533977378	4.94305351543162	5.00801067182998	4.78410037174348	4.79391633160363
ENSMUSG00000006920.14|Ezh1	5.58542352515756	5.54389554310532	5.68662643137055	5.6053002998248	6.09899700461501	5.99090006250453	6.23436723906001	6.19652055850262	5.76174398048336	5.7619219718603	5.60524820944601	5.74595995864005
ENSMUSG00000006930.15|Hap1	3.44441355695305	3.48648491820525	3.14388778063086	3.13720300256642	4.30551398801239	4.39788768098184	3.98699434131513	3.66724964641443	3.37617940842692	3.38346376913956	2.930710838469	3.12624180411039
ENSMUSG00000006931.15|P3h4	5.54087846146033	5.60129206844257	5.55557050326633	5.57874986827778	6.59899043692287	6.79877893368558	6.52228611152328	6.6613237432047	5.78983868353061	5.95894447364041	5.73072802476967	5.78614602328539
ENSMUSG00000006932.17|Ctnnb1	10.5078706233124	10.4906150310828	10.3482168269754	10.414615025461	10.4402011631895	10.3951842368098	10.6006943423986	10.5589117747576	10.344467126901	10.3677670757842	10.344467126901	10.3519665270499
ENSMUSG00000006941.5|Eif1b	4.68033375423072	4.68761486426612	4.65108633901956	4.61568163851462	3.87275472736524	3.92837012813486	3.86875837854517	3.9637292600026	4.71746813010714	4.73481501517843	4.8280429250786	4.81281813995216
ENSMUSG00000006958.14|Chrd	1.11398519802747	1.12708332424947	0.998454630873961	1.1597302504097	2.37636231679741	2.57580360466477	1.66424211811013	1.86594078047309	1.58840931679241	1.89751891797871	1.91734968676039	1.64422275629401
ENSMUSG00000006998.16|Psmd2	8.16622166523076	8.12114704251705	8.04822983432503	8.1139984054022	8.09793168830066	8.00894180137626	8.01674670589924	7.87037514873367	8.09987165348727	8.09119475926517	8.03797891565533	7.95488740625874
ENSMUSG00000007021.5|Syngr3	2.83900314474419	3.13881659374795	3.36412543045682	3.32029072783899	2.61857312782601	2.90197133530203	2.23170474601143	2.58487158937884	3.5610670173984	3.47702747327528	3.57591518153733	3.48108968784473
ENSMUSG00000007029.16|Vars	8.91733898411658	8.89748633758454	9.085512334542	9.085512334542	8.01938320714462	8.04499543411074	7.71157730111466	7.79660673316855	9.09806893953144	9.05698155584856	8.95252787858668	8.88785940320346
ENSMUSG00000007030.8|Vwa7	0.188424205848349	-0.141521003072833	0.574386086403158	0.574386086403158	1.41503818761916	1.36826394595691	1.38840202362381	1.33848219112334	0.396371557259349	0.406247772272728	0.0881968863019621	-0.456792300210875
ENSMUSG00000007034.15|Slc44a4	2.88061365862953	2.80119904674497	3.67948148826538	3.62859634297723	6.44693786778833	6.45881835446686	6.98573290387159	7.10668282814745	4.09215907558237	4.31430581642926	4.05844170705707	4.16134436621466
ENSMUSG00000007035.15|Msh5	2.28212487784953	2.07130477103597	2.89334148775134	2.83867285658704	3.06747564564219	3.28721487482791	2.68358999034142	2.62630201214701	2.94520081012937	2.70775901507005	2.96957124541732	2.930710838469
ENSMUSG00000007036.15|Abhd16a	5.33997587782396	5.33716451834749	5.60854957137463	5.61755620380477	5.59497695204813	5.63554881514279	5.66005806419691	5.80041610484931	5.18225636373042	5.33478404102125	5.51488939265362	5.5063254944632
ENSMUSG00000007038.5|Neu1	6.25320444057509	6.17793508415788	5.81080876892433	5.93935149382675	6.63518886914163	6.733228587319	6.92082384980777	7.18918205236229	6.47057203005336	6.47483160824091	6.41182307435279	6.37051637251291
ENSMUSG00000007039.12|Ddah2	5.78217771919383	5.6310073374043	5.67757093819572	5.5740466039653	6.63872963189636	6.74870247849534	6.42001445558384	6.48665228770191	5.37919600043976	5.58778109169381	5.03308629037405	5.02382188734729
ENSMUSG00000007041.9|Clic1	8.44800431462731	8.28448941006181	8.56465826415495	8.61917875165069	8.81035095283639	8.91733898411658	8.81487186292688	8.89504045380527	8.89050005953399	8.8622774865652	8.87419368664659	8.74295563347803
ENSMUSG00000007050.17|Lsm2	5.46050507335729	5.50866674694516	5.15736187554869	5.18278817327489	5.51283723121108	5.55105394211166	5.0786852375552	4.99561712455361	5.42488713118667	5.44695725485624	5.13171716384698	5.24733547726201
ENSMUSG00000007080.14|Pole	6.6325422775151	6.61162434343661	6.02410598175552	6.11795967972971	5.48800775201467	5.3079505025948	4.73383186963497	4.30614229896337	6.10912140340459	5.97341029477224	5.92803890129332	5.82783647206937
ENSMUSG00000007097.14|Atp1a2	0.188424205848349	0.428615062410804	1.44911747182409	1.4476513001562	-1.81867447139078	-2.01266602801025	-0.0717660213565615	-0.360803802907713	-0.109727928546067	-0.132750324090433	0.68817426622052	1.00776838025609
ENSMUSG00000007207.10|Stx1a	3.56739442660821	3.5879498247885	3.63637801751894	3.75401366502162	2.99035572073723	3.08026315862942	3.09370581566093	2.90267227265024	3.82323380150259	3.55514484721886	4.13836862022132	3.82241611647676
ENSMUSG00000007216.6|Zfp775	2.06743914788064	1.97817159845466	1.87362103773153	1.61730498892428	2.29610426895746	2.17753135818449	2.11903941033052	1.8425186068888	1.58840931679241	1.51573419220425	1.09156128514315	0.813893588576629
ENSMUSG00000007338.10|Mrpl49	5.53393270899951	5.51263452961115	5.37862838349418	5.38086768087809	5.98268619722596	5.97706151560997	5.81361765319891	5.70130148574678	5.93213311157962	5.90211444220901	5.68068119879015	5.68077918312573
ENSMUSG00000007379.15|Dennd2c	3.25812401679594	3.19660025434515	2.92304865148314	3.38321330088815	2.74364895503121	2.65591328560124	3.02665397059809	2.89891862967246	2.95542212659316	2.89534071300477	3.36481342238137	3.25238645405492
ENSMUSG00000007411.16|Mark3	6.08467787875916	6.1571598608695	5.83258376222358	5.82444912772884	5.94448547836038	6.02585668073211	6.06763686888765	6.0968838631559	5.96709638641996	6.08150154258408	5.85029400283616	5.90834639534692
ENSMUSG00000007415.15|Gatad1	6.49302959393455	6.56739626446982	6.34565625090406	6.24697088466231	6.13963614222771	6.1802604407367	6.01970620461239	6.09415183293586	6.06123118041693	6.10061395169964	6.04037142770948	6.08419608144549
ENSMUSG00000007458.14|M6pr	7.2618717567777	7.23449193606704	7.30846154834103	7.36484322568049	8.31743019720778	8.31017174007172	8.33477820316619	8.40810460935344	7.60554478192903	7.65021692006531	7.53445058631133	7.63125121307244
ENSMUSG00000007476.18|Lrrc8a	5.15092708810468	5.15595754810267	4.8360048489343	5.06401374870151	4.70463200025569	4.70958602393025	4.58353213209415	4.73420531704752	5.07618182352164	5.02560366240182	4.9241994902433	4.89934921016942
ENSMUSG00000007564.15|Ppp2r1a	7.55847832970129	7.40175774878318	7.63567515297264	7.66141155289022	7.91122302974666	7.97465288691209	7.95961064452121	7.95961064452121	7.5177225163625	7.57238166401974	7.55934111588714	7.56980148478879
ENSMUSG00000007570.16|Fance	4.02708854977134	3.85381718424837	3.86572830151985	3.93070658955846	4.40956598477868	4.42342288357106	4.20988303489585	4.30614229896337	3.94547094640854	4.00884294906286	3.66742288080916	3.60735654702583
ENSMUSG00000007589.9|Tinf2	5.5911990420524	5.67637125222969	5.60163223460528	5.68621456096929	4.78454184427718	4.59493579816629	4.3222627930494	4.18805902654208	5.23695448806658	5.15199081637495	5.30319869704868	5.27131896949716
ENSMUSG00000007591.15|Tssk4	-0.339910624082831	-0.648290921221364	-1.39173110717301	-0.109727928546067	-1.01038073607423	-0.564847857878071	0.0424152485883024	-0.226041724707042	-0.360803802907713	-1.59727615343193	-0.856706176847679	-0.0348504564647774
ENSMUSG00000007594.10|Hapln4	3.87662631359065	3.80944612440022	3.73285851447777	3.87330426253331	3.20916132382631	3.26840402109319	3.3654466568413	3.37016489159117	3.26194927919472	3.22415001686834	3.21419192541765	3.23317585927943
ENSMUSG00000007603.9|Dus3l	5.07468457714159	5.06651987532	5.12598674465169	5.19478126932283	5.25055917777999	5.20801199918136	5.3776958735977	5.32894180576555	4.97420947906794	4.91336607440446	5.03842248077574	5.07103731196053
ENSMUSG00000007610.15|Gtpbp3	4.29471342304305	4.1960188245973	4.05397688437712	4.1776587428578	4.29272253658784	4.1293393120897	3.82155834920717	3.94439229908797	3.63749217919883	3.76060518554873	3.54732176303797	3.58715248908682
ENSMUSG00000007613.15|Tgfbr1	6.58330512630455	6.60085968964283	6.69995507685468	6.70829398902752	6.41801982908346	6.38929731826423	6.49677076811744	6.60085968964283	5.96893083539145	5.99940928226549	5.95539484012552	5.97818585381726
ENSMUSG00000007617.18|Homer1	4.3533266117448	4.44383068446313	4.45285740754894	4.44168526907913	3.37303365166575	3.36947274415605	3.58584268889973	3.6184242640157	4.37805090324445	4.27271577802732	4.66786946145144	4.68519900006769
ENSMUSG00000007646.13|Rad51c	3.3904459815942	3.50444321609124	3.66286602380491	3.70780117234606	2.9828522389627	2.53717739410639	2.33504953768515	2.3792280158276	3.48607569388337	3.28721487482791	3.43791172500737	3.46338453059337
ENSMUSG00000007655.16|Cav1	8.36649141399197	8.35152767485478	7.67113076906471	7.77333564194784	5.96140346022805	5.9740069416248	4.82476894935532	4.90718257400373	8.47950884853788	8.28795884372126	8.59425308649051	8.44037973141197
ENSMUSG00000007656.13|Arpp19	6.72948837822668	6.68890475977313	6.39408912986807	6.34518770446958	6.68707899419437	6.62891098064511	6.43829568513346	6.45278975061394	6.65915441219636	6.73837783888346	6.5521578459001	6.59399288610159
ENSMUSG00000007659.18|Bcl2l1	6.84929931326418	6.76836361443292	6.66166856704553	6.69418393987765	6.19871387971607	6.27128806597789	6.08881401625993	6.1822879270685	6.77792881690438	6.86592146696023	6.89801504124886	6.91710705021402
ENSMUSG00000007670.10|Khsrp	7.97043462954954	7.99159110380213	7.82879501771837	7.91620300755016	7.78444255097068	7.76780034531685	7.64975924574417	7.66307185875451	7.95163840580175	7.94980839498773	7.85247512267257	7.74295543393428
ENSMUSG00000007721.6|Ccdc124	4.57731510739274	4.57670575014739	4.41502946257096	4.39071451197223	4.22512833250311	4.31293905915961	4.34601333321696	4.19286128273051	3.91237699724844	3.96450944763117	4.00292963195755	3.99230259985926
ENSMUSG00000007739.10|Cct4	8.09428604900158	8.20901386405345	8.18132759695619	8.16350014036124	7.48713237456155	7.47181812112821	7.4170885418767	7.5286558144269	7.96685743226627	7.95335204223251	8.00826392183092	8.03525666661256
ENSMUSG00000007777.9|0610009B22Rik	4.31356956643364	4.40935543378486	4.1776587428578	4.14796563754833	4.53858767416716	4.62847131490058	4.41567671677119	4.54900373052775	4.55127756238342	4.45791475773882	4.36422314156352	4.46392806266766
ENSMUSG00000007783.10|Cpt1c	1.93111337993386	1.80331241803288	1.56790669084913	1.88934839974578	3.87990151483631	3.931553656943	3.74086310482836	3.94968747921308	0.915659699235247	1.15778655083309	-0.485514091877044	0.484352376574558
ENSMUSG00000007805.4|Twist2	1.97817159845466	2.39248964793675	2.44323841145251	2.47913594606057	1.20921265266545	1.03209950937359	0.660203602175998	1.00630215407016	2.36655336626263	2.35451849795437	3.38346376913956	3.27232539861324
ENSMUSG00000007812.16|Zfp655	6.5503044104856	6.64637931305352	6.32860311127287	6.35299368450947	5.47814084030376	5.43160763735851	5.53954619971661	5.64398408968143	6.3126255233817	6.22713591859503	6.37887610253067	6.25534407128769
ENSMUSG00000007815.13|Rhoa	8.47279280750928	8.57912766534841	8.29324482942459	8.24735306712694	8.50238207604055	8.47279280750928	8.45545108980521	8.38516611278526	7.93950140200032	8.00284366221439	7.75695403812469	7.83172048090537
ENSMUSG00000007817.15|Zmiz1	7.12504044690566	7.01309491750453	7.48665700229704	7.43966380105448	6.90026097693458	6.92880870852354	7.04840876435992	7.09845217576843	6.71670489449125	6.72547687765802	7.02647796692641	7.01929258622377
ENSMUSG00000007827.10|Ankrd26	4.99016080159251	5.1168818674314	4.84198859794661	4.71013624835685	4.317201791029	3.95401724393146	4.2786749318272	3.9637292600026	5.32342615555415	5.34263522640085	5.18028895038881	5.15527542257179
ENSMUSG00000007833.15|Aldh16a1	4.65560551275959	4.53770214574737	4.82772890666091	4.90718257400373	4.98366635690722	5.08032663711472	5.21473013751747	5.06357371481702	4.80539693553067	4.77170558272396	4.78776843865283	4.82555698623488
ENSMUSG00000007836.6|Hnrnpa0	6.47057203005336	6.74737389505633	6.6832301789451	6.59964563687014	6.78297003865523	6.87875588361812	6.76141664290863	6.81101420629373	6.64074975145393	6.63899562641547	6.7375011174111	6.79949263742866
ENSMUSG00000007837.11|Prrg2	3.5998433940183	3.48648491820525	3.43812718148666	3.53868282416973	3.79867778922034	3.80944612440022	3.8857593190242	3.95477330971084	3.73218356300652	3.62275437932919	3.40011426433267	3.48756726651543
ENSMUSG00000007850.16|Hnrnph1	8.92371262372908	9.06809650298928	9.05327659138262	9.01479406059701	8.67677044496107	8.66928154764482	8.85551358521922	8.65784730387275	8.69703215928513	8.65903478723262	8.68080556006342	8.69703215928513
ENSMUSG00000007867.9|Ift43	3.89179238980287	4.07910848374123	4.17021018947476	3.92401967053202	4.24801151717763	4.29705675871978	4.22851275195855	4.39709138393124	4.14576975420381	4.0465986220885	4.12241293720105	4.13324187219448
ENSMUSG00000007872.3|Id3	5.43578138982864	5.76279077716946	6.00016461407591	5.90347885297109	6.98263831419538	7.12448700498767	7.20575041138758	7.49205745096889	6.26174360774981	6.22713591859503	6.08930605174833	6.20186857441487
ENSMUSG00000007880.16|Arid1a	6.94780287349229	6.84810590869605	6.95530125377065	6.98191231680596	6.90541652745088	6.73545062626219	6.83161272963518	6.7499184549449	7.05749654530587	7.02196806889835	7.01353998142843	6.91921358680081
ENSMUSG00000007888.15|Crlf1	-0.186814593561332	0.428615062410804	-1.18938520858564	0.238910085646369	-1.01038073607423	-1.50417289178963	-1.80362678425397	-2.48048817312837	-1.54722643696606	-0.666389180031675	-0.377981990428716	-0.87798570062082
ENSMUSG00000007891.16|Ctsd	8.74734927816847	8.67059781536479	8.23807934531023	8.36426203225677	9.09806893953144	9.06320387346	9.04212379837229	9.22125025851875	8.74498404666463	8.80530280895383	8.41371989134733	8.40370585008228
ENSMUSG00000007892.8|Rplp1	10.2652593372972	10.1406861815179	9.93872371483804	9.99800269462287	9.99800269462287	9.9728179295612	9.65657513455464	9.78228802698826	9.81634737958913	9.91295008910543	9.46022871023942	9.39299506198195
ENSMUSG00000007908.14|Hmgcll1	6.04713404249263	6.07999617692809	6.22835471449218	6.15223129948555	5.46050507335729	5.29060186393825	5.60009641936562	5.53798948239179	5.51488939265362	5.58587030681759	5.7859309772451	5.8726545079171
ENSMUSG00000007950.9|Abhd8	3.25812401679594	3.37249693386926	2.19296091724204	2.33597434675876	4.02310238502217	4.27545771410243	3.53693305120423	3.70116682497646	3.37617940842692	3.40011426433267	2.70319918459234	2.53578831978435
ENSMUSG00000007987.12|Ift22	3.14779111552286	3.29171152990463	2.83900314474419	3.08503348989038	4.09215907558237	4.09783722807461	4.20988303489585	4.19286128273051	3.65484129592199	3.69527922104449	3.4802684275038	3.36481342238137
ENSMUSG00000008035.12|Mid1ip1	6.0056408052847	6.0757855709469	6.33368092670657	6.37366512625199	5.37311497492082	5.27777392931409	5.1042921338493	5.35793915220161	6.55809067722157	6.5193558656715	6.67143694761336	6.54490930132585
ENSMUSG00000008036.11|Ap2s1	4.79644179475558	4.93488389653542	4.58533060818232	4.62545324774558	5.88265195863807	5.99922461878257	6.0174293376104	5.89842652848115	4.62124732455593	4.94328725762484	4.37021350555172	4.57347559094379
ENSMUSG00000008090.14|Fgfrl1	3.74668402677665	3.64491384543178	3.12519765590483	3.03493723136846	3.34048146863088	3.3928958872331	2.86049654636423	2.70957805428483	3.62978956897131	3.57103847175597	3.85212092821964	3.42835395948204
ENSMUSG00000008129.14|4930432K21Rik	2.32216578488378	2.02357564126482	1.64157755607866	1.78955541896299	0.899492756410967	1.03209950937359	1.20921265266545	1.46453116725994	2.48897773115178	2.34423812458747	2.55013596679987	2.07130477103597
ENSMUSG00000008136.14|Fhl2	6.24649501105999	6.26539942005005	6.15577375069519	6.13673723305125	5.15185999465011	5.22380722778777	5.14497009774825	5.28347355708694	5.90067339951582	5.82343622143522	6.104546670501	6.09544580128212
ENSMUSG00000008140.17|Emc10	5.23490456893163	5.16078790549026	5.21072414774307	5.38646002317131	5.67231143056181	5.66691365726416	5.65575591660522	5.67400890700461	5.31896903708613	5.46499574018985	5.37959102864893	5.2649692783146
ENSMUSG00000008167.14|Fbxw9	3.6157068886386	3.60497609537281	3.79217703335043	3.82155834920717	4.39354494695059	4.50529990149276	4.63293689998216	4.75129076356699	3.65484129592199	3.51355052584309	3.42404205562818	3.70239220959358
ENSMUSG00000008193.13|Spib	-1.73004506610633	-2.01266602801025	-3.86265919074699	-1.97133623678838	-1.71667301009022	-1.27214333204184	-2.18451123496567	-2.02270803215624	1.21095506847903	1.24214039692374	0.356534570308148	1.00776838025609
ENSMUSG00000008200.14|Fnbp4	6.36386960142415	6.41587642212142	6.32200417500896	6.30011371988673	6.55878448084177	6.67384038639636	6.50878785169909	6.53982041988835	6.88312646195712	6.84999678042494	6.70688682027598	6.70379810252242
ENSMUSG00000008226.14|Scrn3	4.36367114871414	4.40935543378486	4.44361089539508	4.44868552700035	4.56491348768945	4.39585917877733	4.68798808253127	4.70741061413548	4.23696663504885	4.3413190940189	4.3755108929539	4.48805663292912
ENSMUSG00000008301.11|Phax	5.18589449287751	5.25318814143194	5.22713158347953	5.11260520070327	5.39513182046738	5.42918256006939	5.2541202549	5.423911736286	5.2513009939962	5.34145982131358	5.18225636373042	5.14060895216799
ENSMUSG00000008305.18|Tle1	4.05928905290797	4.07121450706968	4.10407304242243	4.07627245049964	3.75493032872175	3.65864352091956	4.00279393823544	3.78212012004107	4.03871391933211	3.86875837854517	4.20385477832169	4.28969385598374
ENSMUSG00000008307.11|1700109H08Rik	0.123645922858343	0.660203602175998	0.192432063198436	0.381325608708713	0.800711689945664	-0.0305562647447706	-0.0214497363043545	0.101991814863028	1.26924472683473	0.842928562359887	1.4288718336925	0.97170982132473
ENSMUSG00000008318.10|Relt	1.94478706572746	1.8840434835953	1.42959608695201	1.22595616595263	0.512391736096873	0.500874089244986	-0.736854990621011	-0.603978894593414	2.41789242755173	1.81953852523771	2.45636030398174	1.92026106209093
ENSMUSG00000008333.12|Snrpb2	5.68557642241792	5.72255689005573	5.69767635579676	5.67665638790928	5.38468516022712	5.46215967485707	5.44184244326753	5.42760961541629	5.84197221013201	5.7959803669639	5.69843251223245	5.81797576775713
ENSMUSG00000008348.9|Ubc	9.24696117899262	9.06320387346	9.133666500753	9.19197994794741	9.63340224750905	9.69662577531374	9.962831984605	9.83840206565208	9.36450168877439	9.23387903483807	9.53627937720359	9.38534662061896
ENSMUSG00000008373.16|Prpf31	5.46767076752784	5.40817907451589	5.34606225561498	5.34907046642684	5.6310073374043	5.70987669099923	5.48150676561048	5.33478404102125	6.00856150050667	6.08454319500561	5.86960088905212	5.83417630637626
ENSMUSG00000008384.8|Sertad1	4.27011873357486	4.26453161296337	4.03002674419086	4.08780676329791	3.74482960185157	3.931553656943	3.72190117789876	3.78693831393097	4.34696590397964	4.13428303214824	4.17242193911941	4.0518358526413
ENSMUSG00000008393.9|Carhsp1	6.93138795269969	6.81407469350264	6.90429005023774	6.88194086482709	6.71901469227538	6.73215766349271	6.5521578459001	6.58071298665226	6.8256885880054	6.74140422804539	6.79719259347385	6.71901469227538
ENSMUSG00000008398.15|Elk3	5.68481667171266	5.63454490289617	5.68406684909684	5.63264747415227	5.93547360339449	5.93547360339449	5.94964679939019	5.90264324739723	5.38611409933332	5.58016489507401	5.41742379054074	5.40152570669418
