	SCR_0pt5mM_A	SCR_0pt5mM_B	SCR_4mM_A	SCR_4mM_B
ENSMUSG00000021701.8|Plk2	7.79594591125772	7.7761178617508	7.83654719544014	7.85599158880431
ENSMUSG00000021703.9|Serinc5	3.2384742347323	3.18249502868141	3.24307799183692	3.39789237041898
ENSMUSG00000021704.8|Mtx3	4.62068897904887	4.78938192740225	4.59429462531479	4.55134492543698
ENSMUSG00000021706.14|Zfyve16	5.26365040931306	5.15752548817798	5.30808520411105	5.26071786756179
ENSMUSG00000021707.5|Dhfr	5.58765810026993	5.68663605353686	4.98604042890987	4.95269131322177
ENSMUSG00000021708.17|Rasgrf2	2.367523004778	2.58716006879396	2.26346603037126	2.47963029672606
ENSMUSG00000021709.14|Erbin	7.32428869339453	7.39997468306894	7.39867056608564	7.32372961353485
ENSMUSG00000021710.11|Nln	5.42812447385776	5.57504281974922	5.51541059308405	5.50940407657582
ENSMUSG00000021711.16|Trappc13	5.8360087817519	5.94941618926622	5.66945471958605	5.76192776558653
ENSMUSG00000021712.15|Trim23	5.1094352472614	5.07765248665295	4.9609513661917	4.8586937229074
ENSMUSG00000021713.9|Ppwd1	4.21267495124629	4.28069840675428	3.98011027929058	4.01107731021276
ENSMUSG00000021714.15|Cenpk	3.66584309201114	3.66584309201114	3.2007272132256	3.21467328655646
ENSMUSG00000021715.12|Cwc27	4.06122188672681	4.1356616318102	4.14529166281496	4.08078585825697
ENSMUSG00000021716.14|Srek1ip1	4.70360043159368	4.69418844806054	4.60310339316668	4.50618538829108
ENSMUSG00000021725.9|Parp8	6.31397062029829	6.33872419486294	6.38952993696357	6.38698954332769
ENSMUSG00000021728.8|Emb	-0.0842417853415132	0.0753336284564237	0.586943494598005	0.497974961559834
ENSMUSG00000021731.10|Mrps30	5.0622867386493	5.07593127128819	5.19087984347005	5.2179529676639
ENSMUSG00000021733.10|Slc4a7	7.45094057694451	7.50425824801892	7.99356258745421	7.93307493782536
ENSMUSG00000021737.4|Psmd6	6.3629569503406	6.47079242317715	6.30604735839077	6.2624069968116
ENSMUSG00000021738.5|Atxn7	4.54888377291053	4.46343399354202	4.92358843856495	4.73147634866158
ENSMUSG00000021745.14|Ptprg	5.68931901992395	5.66240360989025	5.63730440205045	5.65032508109533
ENSMUSG00000021748.9|Pdhb	6.5806723767118	6.65163258449637	6.72444548636078	6.6360263734617
ENSMUSG00000021749.6|Oit1	1.04841415264039	0.856105444482695	3.15039247507434	2.86076867777949
ENSMUSG00000021750.15|Fam107a	2.60404439129749	2.42317493028563	2.71448595719418	2.68614809199155
ENSMUSG00000021751.13|Acox2	4.17974692940062	3.91280599393623	4.9444348226229	4.83410207201096
ENSMUSG00000021752.13|Kctd6	3.87007871299648	3.95762443229698	4.07783621625509	3.99937181064244
ENSMUSG00000021754.17|Map3k1	5.40160018451292	5.48309106875919	5.21100894292654	5.14227013213732
ENSMUSG00000021756.12|Il6st	6.78458139106557	6.74043483242558	6.97593017169401	7.01140285477571
ENSMUSG00000021758.14|Ddx4	0.348602950164909	0.586943494598005	-0.0242446605066801	-0.982325969657272
ENSMUSG00000021759.14|Plpp1	3.0321616169336	3.12925924853451	3.09932896025873	3.24307799183692
ENSMUSG00000021760.5|Gpx8	2.49371612457537	2.81844208829133	2.86076867777949	3.0617693737333
ENSMUSG00000021764.8|Ndufs4	5.54868929740608	5.68089852607356	5.90263961010329	5.78377386379579
ENSMUSG00000021765.9|Fst	1.45951381600375	1.84023054384931	2.5849473393984	2.89370156013524
ENSMUSG00000021767.18|Kat6b	5.10755079739126	5.02882720246699	5.06268091766145	5.17969448834158
ENSMUSG00000021770.11|Samd8	5.88168142259516	5.94668822220099	5.82650105956937	5.78846643851677
ENSMUSG00000021771.14|Vdac2	8.42760819371347	8.47134131700417	8.37578296077623	8.36699133788852
ENSMUSG00000021772.15|Nkiras1	2.60404439129749	2.34047875617855	2.24655973853816	2.15227166141003
ENSMUSG00000021773.11|Comtd1	3.64555663501615	4.01546662447524	3.76877530648768	3.94750323508951
ENSMUSG00000021774.13|Ube2e1	6.02975631770334	5.99162901016319	6.13643144218862	6.04126629542899
ENSMUSG00000021775.11|Nr1d2	6.40536289357923	6.50474032697959	6.31362112637598	6.23677007339791
ENSMUSG00000021779.17|Thrb	1.91812849068629	2.02767744754142	1.71044408312008	1.79978198562563
ENSMUSG00000021782.14|Dlg5	6.46885440871648	6.41591084061265	6.52041884984951	6.54681780255902
ENSMUSG00000021785.8|Ngly1	6.06703436873628	6.13708467347274	6.77165936484014	6.62012882751199
ENSMUSG00000021786.13|Oxsm	4.27704702647634	4.24406216238337	4.7666969004861	4.76961571369956
ENSMUSG00000021792.15|Fam213a	8.27078356469889	8.21419365298179	8.22701078871988	8.21780895498151
ENSMUSG00000021794.16|Glud1	7.63795102942969	7.70576499910488	7.64497775916638	7.63585486194642
ENSMUSG00000021795.10|Sftpd	2.48091842277503	2.14931530256083	2.69928136355527	2.49246378009725
ENSMUSG00000021796.15|Bmpr1a	6.4330416120536	6.55920562340413	6.51993134291359	6.51067637409929
ENSMUSG00000021806.4|Nid2	0.586943494598005	0.0753336284564237	0.548011911464284	0.688979798155028
ENSMUSG00000021807.6|Rtraf	6.86421350448796	6.89838131225475	6.71764609642993	6.61433876517201
ENSMUSG00000021809.10|Nudt13	2.34638949672916	2.32955816424971	2.32528677002194	2.55825399278724
ENSMUSG00000021810.3|Ecd	5.85476074400164	5.8206107120247	5.74626652371654	5.69084974125889
ENSMUSG00000021811.7|Dnajc9	5.15752548817798	5.14348504870792	4.63529997122609	4.70853337225795
ENSMUSG00000021814.17|Anxa7	7.59575137492369	7.57814012912291	7.4310716819242	7.41835912102144
ENSMUSG00000021816.11|Ppp3cb	6.70078920615842	6.75439117388847	6.93882120512851	6.82415691879516
ENSMUSG00000021819.11|Zswim8	7.47402564099764	7.31131443220572	7.18186259974264	7.3258869640584
ENSMUSG00000021820.18|Camk2g	5.10050475609403	5.03192188305355	4.79508275344291	4.78673142039735
ENSMUSG00000021822.3|Plau	4.0386008044436	3.96402483894345	4.61364078315066	4.8261134841382
ENSMUSG00000021823.10|Vcl	7.54239845222875	7.51778618923085	7.63159381680565	7.63390142250093
ENSMUSG00000021824.13|Ap3m1	6.24034896251466	6.36769486146555	6.47877860738811	6.39958857111094
ENSMUSG00000021830.14|Txndc16	1.82402663180557	1.96658552627041	1.14276909744483	1.11639812507048
ENSMUSG00000021831.9|Ero1l	9.26128691999981	9.30700502124922	9.42640499272847	9.43451154379161
ENSMUSG00000021832.8|Psmc6	7.84139729417435	7.90498920109991	7.82108240982818	7.70159809797497
ENSMUSG00000021835.15|Bmp4	4.70360043159368	4.71948989860681	4.78673142039735	4.74977467799557
ENSMUSG00000021838.17|Samd4	6.23449658937375	6.1788180845336	6.16925388123983	6.05338699716298
ENSMUSG00000021840.17|Mapk1ip1l	7.95989233111141	7.99642650479387	7.84139729417435	7.78673463742669
ENSMUSG00000021843.17|Ktn1	7.24988895536387	7.34168751297726	7.22174872198619	7.25942807287751
ENSMUSG00000021846.9|Peli2	2.04175943526181	1.93675018956765	2.13300132966447	2.33500612376437
ENSMUSG00000021866.15|Anxa11	6.79932853559873	6.7801871049375	6.94630410002443	7.00121924272536
ENSMUSG00000021867.16|Tmem254b	4.69475823295032	4.76081681061652	5.08238854359615	4.86462327315035
ENSMUSG00000021868.7|Ppif	5.21908118225029	4.98384768561576	5.12733206267014	5.07810201336035
ENSMUSG00000021870.17|Slmap	7.42383739965918	7.47832030119526	7.39968171117189	7.32742914762756
ENSMUSG00000021871.19|Gm49342	3.99937181064244	3.80801195355285	3.83845049603134	4.23948285483618
ENSMUSG00000021876.15|Rnase4	4.64110596224224	4.62659854807772	4.62192309421268	4.62536864480905
ENSMUSG00000021877.12|Arf4	8.2881504811118	8.38572643750089	8.29647964751075	8.25151046756252
ENSMUSG00000021884.18|Hacl1	2.32955816424971	2.13449172558645	2.37729645469986	2.07628890977806
ENSMUSG00000021890.6|Eaf1	7.43918863223546	7.46300592896487	7.30337991932669	7.34746913103844
ENSMUSG00000021891.8|Mettl6	5.39430472478056	5.41096054796818	5.21890438137328	5.0332500103368
ENSMUSG00000021892.14|Sh3bp5	5.62814415202615	5.63374965817464	5.80102907906847	5.66548407066377
ENSMUSG00000021893.14|Capn7	6.09005201581663	6.19277687750719	6.4026807749051	6.2586012646505
ENSMUSG00000021895.10|Arhgef3	5.26586850976459	5.21295239654732	5.59798441059813	5.44999703697376
ENSMUSG00000021900.10|Btd	3.59287606764532	3.50260228688523	4.30740841654176	4.13521635533679
ENSMUSG00000021901.10|Bap1	6.14756391219658	6.04594875967985	5.84951403233477	5.9123395014919
ENSMUSG00000021902.7|Phf7	3.12607649791173	3.31091650562458	3.53076716882984	3.40746384782721
ENSMUSG00000021904.6|Sema3g	0.863319160150741	1.05521951982415	0.661774941267863	1.1931413213315
ENSMUSG00000021905.14|Dph3	4.99544586392792	5.0197671281358	5.10259402070752	5.09332860835164
ENSMUSG00000021906.14|Oxnad1	5.69838374967854	5.68525931362273	5.68216658739	5.55377902223283
ENSMUSG00000021908.10|Gm6768	1.87597788237213	2.12607161810556	2.20636133176818	1.61485550836275
ENSMUSG00000021910.15|Nisch	8.4297743359345	8.45458404328484	8.25875081543453	8.21368793107607
ENSMUSG00000021911.16|Parg	5.4182441201763	5.53882777982314	5.26775036917469	5.20404532542266
ENSMUSG00000021913.8|Ogdhl	5.25113177091191	5.20465748897589	4.31929061374293	4.48188298957237
ENSMUSG00000021916.16|Glt8d1	3.91517378072176	4.09019116029055	4.28069840675428	4.0551873998266
ENSMUSG00000021917.16|Spcs1	6.44848009776224	6.4011098259267	6.33472117641451	6.33728407976032
ENSMUSG00000021918.10|Nek4	4.35812414427812	4.52639139151039	4.62713208924043	4.53899679452162
ENSMUSG00000021928.9|Ebpl	2.27080608009198	2.19380513579659	2.26346603037126	2.43899252347016
ENSMUSG00000021929.9|Kpna3	7.13601023990591	7.1501151066072	6.95340954231901	6.89694197010164
ENSMUSG00000021930.14|Spryd7	4.69224499995629	4.68500923160935	4.85471429612272	4.88544444662991
ENSMUSG00000021932.13|Rnaseh2b	4.34075919605696	4.3293712556593	4.35067872397439	4.26439962892363
ENSMUSG00000021936.14|Mapk8	5.54868929740608	5.52094961718278	5.41992039706532	5.48292562206859
ENSMUSG00000021938.12|Pspc1	6.27734345607265	6.35469598554533	6.35294450737622	6.37882716071372
ENSMUSG00000021939.8|Ctsb	8.85647472061098	8.85647472061098	8.56161841226393	8.7797450686841
ENSMUSG00000021944.15|Gata4	5.52696208736578	5.44148924035001	5.75853618174295	5.92606251345085
ENSMUSG00000021945.9|Zmym2	6.63934645822783	6.72630677941064	6.5164248162959	6.43633518321856
ENSMUSG00000021947.11|Cryl1	3.12607649791173	2.84892476295647	3.36882060250799	3.419528446917
ENSMUSG00000021948.17|Prkcd	6.31105104285861	6.31335131982878	6.0950550709317	6.00300243073131
ENSMUSG00000021950.15|Anxa8	6.26876686369012	6.33961793765318	6.68413675730137	6.68228966316591
ENSMUSG00000021951.6|Eef1akmt1	4.25164134769985	4.17656191217226	4.12261827390002	4.19866082957206
ENSMUSG00000021952.16|Xpo4	6.4446509416657	6.55236683448592	6.46646863037682	6.45850387161316
ENSMUSG00000021957.7|Tkt	8.73249729446895	8.63000111130481	8.77719625080089	8.82070140769166
ENSMUSG00000021958.5|Pinx1	3.65965954598457	3.84757028296541	4.02080080473814	3.94467719448624
ENSMUSG00000021959.16|Lats2	5.92535886994574	6.0207851781758	5.27481079917528	5.29270632128799
ENSMUSG00000021962.9|Dcp1a	5.52696208736578	5.54131186616892	5.69613304737222	5.74067351397473
ENSMUSG00000021963.17|Sap18	6.60297080395007	6.66413411982293	6.54964737968633	6.54225805514577
ENSMUSG00000021965.3|Ska3	4.6113460960583	4.78938192740225	4.51681110728876	4.63761798445057
ENSMUSG00000021967.4|Mrpl57	4.05776463037663	4.4025349989446	4.22276122931724	4.171792339387
ENSMUSG00000021969.8|Zdhhc20	6.52919977142612	6.6128760612055	6.30887634488683	6.31278617239799
ENSMUSG00000021972.14|Hmbox1	4.82427849984234	4.86215701809568	4.86240005974987	4.72574528324564
ENSMUSG00000021973.9|Micu2	6.23762188786583	6.33472117641451	6.36116827522513	6.29243423268277
ENSMUSG00000021975.8|Ints9	4.06551158128843	4.02693303730921	3.87446788645132	3.80277042962338
ENSMUSG00000021978.9|Extl3	5.90331494138207	5.75455810434104	5.77481601543988	5.92606251345085
ENSMUSG00000021981.10|Cab39l	5.09542910204063	5.09709631689727	5.22987564306233	5.13779860796146
ENSMUSG00000021982.14|Cdadc1	3.89735230265543	3.86521990571686	3.73095666813897	3.6280955598075
ENSMUSG00000021987.9|Mtmr6	6.19933507321286	6.25394807777027	6.16295173860644	6.11593995392826
ENSMUSG00000021990.15|Spata13	5.36789952654693	5.07593127128819	5.69613304737222	5.55015748519727
ENSMUSG00000021993.10|Mipep	4.09434894858035	4.121432423606	4.34862064431188	4.27848495938205
ENSMUSG00000021996.16|Esd	8.69321742594798	8.73549467045713	8.2560885764135	8.24695894018951
ENSMUSG00000021998.16|Lcp1	1.21215735012664	1.55273465605905	0.466827992681987	0.461675159841173
ENSMUSG00000022000.11|Zc3h13	5.62348996054985	5.7140993360679	5.65271907528617	5.66634431939885
ENSMUSG00000022003.7|Slc25a30	6.48619390209839	6.50144244729247	6.06394622392128	5.94021621091528
ENSMUSG00000022008.4|Gpalpp1	6.04853400324789	6.04962263021759	5.74827423359395	5.6771194688091
ENSMUSG00000022009.1|Nufip1	5.21274245836283	5.32794418396892	5.27744630875303	5.25882669711999
ENSMUSG00000022010.19|Tsc22d1	9.51633135659195	9.59437397111186	9.48249864514393	9.47271185641086
ENSMUSG00000022013.4|Dnajc15	3.17305044178673	3.02672006933776	3.14548093319294	3.29362274078788
ENSMUSG00000022016.16|Akap11	6.66316804706779	6.69722046845418	6.68898005089452	6.5645795067594
ENSMUSG00000022019.16|Tdrd3	4.37576782513844	4.40666309364683	4.62068897904887	4.60784024452518
ENSMUSG00000022020.15|Naa16	4.35812414427812	4.49025698195854	4.23180850325215	4.04210440739628
ENSMUSG00000022021.14|Diaph3	6.07710566467135	6.16347300634306	6.18375885638033	6.08460130162158
ENSMUSG00000022022.3|Mtrf1	2.75808436447127	2.68614809199155	2.87619388460242	2.66154182560817
ENSMUSG00000022023.6|Wbp4	5.67378129327451	5.79052189088734	5.42529859666062	5.44313788866321
ENSMUSG00000022024.10|Sugt1	6.40334764675865	6.41591084061265	6.38078009950581	6.37786171179297
ENSMUSG00000022026.7|Olfm4	4.16943605128594	4.08331745321368	5.09147195965543	4.94750318528281
ENSMUSG00000022031.6|Elp3	6.34067606071828	6.16347300634306	6.3580560306634	6.31503813200574
ENSMUSG00000022032.14|Scara5	0.661774941267863	0.265936505951641	1.14276909744483	1.27537107038279
ENSMUSG00000022033.9|Pbk	5.98859637777297	6.0896408545757	5.4822630929965	5.45999555267725
ENSMUSG00000022034.10|Esco2	4.40456628557801	4.55506621752493	3.60876276886243	3.71698456757252
ENSMUSG00000022035.6|Ccdc25	5.96228178155225	5.89231640274028	5.63388324105491	5.64390882361785
ENSMUSG00000022037.15|Clu	11.3775543900556	11.3775543900556	11.1751363894121	11.1751363894121
ENSMUSG00000022040.8|Ephx2	5.13656989595049	5.22851429869361	5.70461946486642	5.68622792985839
ENSMUSG00000022041.10|Chrna2	0.586943494598005	0.129107078096808	1.03501411940024	1.23685386933293
ENSMUSG00000022043.19|Trim35	7.67094899947499	7.69662413841575	7.56835077981553	7.63647072034092
ENSMUSG00000022048.8|Dpysl2	3.66584309201114	3.70275131972934	4.11890497667554	3.91656677296736
ENSMUSG00000022051.15|Bnip3l	7.01564158715977	7.12691032019243	7.02286232144214	6.92869857926064
ENSMUSG00000022052.9|Ppp2r2a	7.61000394973575	7.67424587075262	7.517328791711	7.54206306238755
ENSMUSG00000022064.10|Pibf1	3.633928703641	3.84247445214034	3.44745415747716	3.46641751478081
ENSMUSG00000022066.16|Entpd4b	4.2866192143866	4.16149174356025	4.33617828314976	4.16388650479124
ENSMUSG00000022070.7|Bora	4.73256029131698	4.72545061507532	4.99725208129599	4.84120175691379
ENSMUSG00000022074.6|Tnfrsf10b	6.21537733249565	6.19044751497141	5.9567497188104	6.03919469104511
ENSMUSG00000022075.7|Rhobtb2	4.77881169155583	4.6113460960583	4.6168996162921	4.70222809728656
ENSMUSG00000022089.9|Bin3	4.18454773492339	4.1094541149294	4.02080080473814	4.06294858756843
ENSMUSG00000022090.10|Pdlim2	3.47347859546463	3.52709361802637	3.49413683972006	3.43482414074542
ENSMUSG00000022091.6|Sorbs3	1.57227044301056	1.50321280562489	1.29611520439975	1.37050213601041
ENSMUSG00000022092.11|Ppp3cc	3.01249729998373	2.98160719561156	3.44745415747716	3.43482414074542
ENSMUSG00000022094.15|Slc39a14	6.63082120665991	6.7633568937611	6.74676390998048	6.69988982801013
ENSMUSG00000022095.9|Fam160b2	3.8355081978092	3.78191833376378	3.74060862140045	3.69061882801804
ENSMUSG00000022096.14|Hr	4.0323240839605	4.01546662447524	3.72678607583954	3.92608421067911
ENSMUSG00000022098.10|Bmp1	5.20445711464404	5.24569443453478	5.02397310010878	5.001759812933
ENSMUSG00000022099.17|Dmtn	0.24298258954405	-0.26025668335845	0.393207563360472	0.290931967176263
ENSMUSG00000022100.14|Xpo7	7.33213017923781	7.34168751297726	7.31268931496073	7.33924722096345
ENSMUSG00000022105.6|Rb1	6.31816071479719	6.37590359294672	6.86003407278299	6.79552618071002
ENSMUSG00000022106.14|Rcbtb2	4.85121386787329	4.79536321521034	4.91742674697507	4.93444733255429
ENSMUSG00000022108.8|Itm2b	9.27324025055608	9.38851228873625	8.94039775778057	8.94981286587428
ENSMUSG00000022109.6|Med4	4.75243780136319	4.73256029131698	4.78520675172654	4.69253034318055
ENSMUSG00000022110.13|Sucla2	5.93708036841381	6.0207851781758	5.98472479157327	5.82825695472413
ENSMUSG00000022111.9|Uchl3	6.13168160601916	6.19316095625138	6.05751074969127	6.06437119258895
ENSMUSG00000022114.5|Spry2	5.86330002262243	5.86004051282754	5.4539483206834	5.45753335734383
ENSMUSG00000022119.15|Rbm26	6.66992461034807	6.86003407278299	6.88089942008443	6.8557939358451
ENSMUSG00000022120.4|Rnf219	4.17656191217226	4.29910689865216	4.28257918637236	4.26439962892363
ENSMUSG00000022123.9|Scel	4.53899679452162	4.76778686466722	3.36190344172109	3.24907496884266
ENSMUSG00000022124.15|Fbxl3	6.29855868552307	6.46982637197649	6.38442015696441	6.37235567137206
ENSMUSG00000022125.7|Cln5	3.89143564659729	4.09019116029055	3.5528945274884	3.74060862140045
ENSMUSG00000022130.10|Tgds	4.97334038614878	4.95724473911486	5.01956427448099	5.00537949857946
ENSMUSG00000022131.3|Gpr180	3.68389682918818	3.61229797734075	3.59643489231719	3.68267833559606
ENSMUSG00000022136.8|Dnajc3	6.54533792798335	6.61627606920383	6.70224211169348	6.67557591293419
ENSMUSG00000022139.17|Mbnl2	7.86735190480237	7.94904514769529	7.70159809797497	7.63806421049504
ENSMUSG00000022141.7|Nipbl	7.41973112252298	7.46469206513314	7.55991304264867	7.50347031775993
ENSMUSG00000022142.8|Nup155	7.52194453348846	7.57489794950955	7.32717466982552	7.39393713835814
ENSMUSG00000022146.12|Osmr	6.34067606071828	6.23523579848121	6.14394052800013	6.12144679263391
ENSMUSG00000022150.16|Dab2	1.87597788237213	2.11464907658794	2.9298002680455	2.87835361417089
ENSMUSG00000022151.16|Ttc33	5.41347833477132	5.43586536629577	5.54747232040115	5.47030866622827
ENSMUSG00000022156.8|Gzme	1.6194795942671	1.71044408312008	1.06215576744487	1.37050213601041
ENSMUSG00000022157.8|Mcpt8	5.53485793545536	5.48546812962017	5.43355990836918	5.50351869286797
ENSMUSG00000022159.16|Rab2b	3.61175315251513	3.82491331581125	3.49681678707601	3.40746384782721
ENSMUSG00000022160.18|Mettl3	5.16950359527097	5.19130768902463	5.398206887164	5.53106073110597
ENSMUSG00000022174.8|Dad1	5.90929556328187	5.74683236740306	5.72717230514953	5.80513259302467
ENSMUSG00000022175.9|Lrp10	6.2879491905695	6.29740746651994	6.14394052800013	6.2228974110098
ENSMUSG00000022176.11|Rem2	0.507994321403668	1.11639812507048	0.624846772034779	0.337330977782775
ENSMUSG00000022177.9|Haus4	4.27075243561373	4.39918009890087	3.75770760059714	3.92608421067911
ENSMUSG00000022178.11|Ajuba	7.0880474712673	7.16979307807675	6.71381949558458	6.79951387713003
ENSMUSG00000022179.5|4931414P19Rik	2.69928136355527	2.59672684297962	2.63179279514158	2.51404920008717
ENSMUSG00000022184.8|Fbxo4	3.74915777399295	3.77253901158282	3.87446788645132	3.79496642227389
ENSMUSG00000022185.19|Acin1	7.26743071467766	7.32692019202348	7.24724627651226	7.26481905394088
ENSMUSG00000022186.14|Oxct1	7.14486369509571	7.13949275466609	7.46738189371156	7.4362922476361
ENSMUSG00000022191.16|Drosha	7.02259960423144	6.99762004814585	6.95665063148274	6.98129293099734
ENSMUSG00000022193.7|Psmb5	7.13550499233445	7.03219390686219	7.01467743401371	7.10131072701875
ENSMUSG00000022194.15|Pabpn1	6.45204248211915	6.53423709269728	6.25056500785815	6.31278617239799
ENSMUSG00000022195.7|6030458C11Rik	5.54868929740608	5.82749530799862	5.55258385774519	5.5856982471683
ENSMUSG00000022197.16|Pdzd2	0.624846772034779	0.230959017493788	0.166507874901107	-0.0242446605066801
ENSMUSG00000022200.8|Golph3	7.62610500402128	7.73293410987603	7.55805994128341	7.52194453348846
ENSMUSG00000022201.16|Zfr	7.86922536949884	7.90073687417394	7.98507697660799	7.96289625306984
ENSMUSG00000022204.9|Ngdn	4.42208271751159	4.38060722131115	4.42208271751159	4.41066361895356
ENSMUSG00000022205.15|Sub1	6.18642049343406	6.30304968650079	6.37599756735224	6.2270421002095
ENSMUSG00000022210.7|Dhrs4	3.67713956946728	3.52335491072615	3.68215863241186	3.54926838387913
ENSMUSG00000022211.9|Carmil3	0.403226923204305	0.436468128414765	0.799092678654616	0.775023511790052
ENSMUSG00000022214.15|Dcaf11	5.43748484147623	5.40739304360953	5.38067196854856	5.40603404052587
ENSMUSG00000022216.17|Psme1	6.26536344130986	6.30750407287958	6.42489420045125	6.35078837694054
ENSMUSG00000022217.14|Emc9	1.97766693181865	2.17192928195438	2.08276899292852	1.93675018956765
ENSMUSG00000022218.16|Tgm1	3.37307602846193	3.20000296775373	2.8518277459336	3.32398657777742
ENSMUSG00000022219.10|Cideb	1.73192844779056	1.93675018956765	1.95174542118209	1.79978198562563
ENSMUSG00000022221.14|Ripk3	4.17656191217226	4.01546662447524	4.22957509657281	4.32728267004657
ENSMUSG00000022223.9|Sdr39u1	4.26439962892363	3.96032567391932	4.50865634550473	4.52549220518146
ENSMUSG00000022226.6|Mcpt2	4.31174436897564	4.53899679452162	4.13153730223474	4.12100909740195
ENSMUSG00000022227.5|Mcpt1	4.77517512546984	4.69084464350463	4.97699131962671	5.05671943715388
ENSMUSG00000022228.14|Zscan26	6.35320149324845	6.38836055060355	6.53196429474065	6.46292890193136
ENSMUSG00000022234.15|Cct5	9.16643267255488	9.10921670007289	9.32407615631117	9.34642531547631
ENSMUSG00000022235.15|Cmbl	3.43690430420605	3.61229797734075	3.84356081970933	3.65121869270849
ENSMUSG00000022236.10|Ropn1l	0.0333376526722322	0.230959017493788	1.14276909744483	1.1686641762776
ENSMUSG00000022237.17|Ankrd33b	-0.568669486511735	-0.763499905218944	0.230959017493788	0.823870841297286
ENSMUSG00000022241.6|Tars	8.537193360086	8.55876165985542	8.74177546587936	8.7396001290695
ENSMUSG00000022244.7|Amacr	3.90032524400519	3.98097507315737	4.23800717636899	4.23180850325215
ENSMUSG00000022246.14|Rai14	8.43723789257937	8.45096828325102	8.3399881921046	8.30544218199764
ENSMUSG00000022247.12|Brix1	6.39617743106658	6.41591084061265	6.50159827955977	6.45479784641339
ENSMUSG00000022248.14|Rad1	4.85272044379784	4.85624941465844	4.48890746142904	4.45598432792448
ENSMUSG00000022253.15|Nadk2	5.49121380942713	5.59299591204382	5.69450233075041	5.61153368258506
ENSMUSG00000022255.16|Mtdh	8.50436648893426	8.58650187619199	8.50966346495736	8.47716614851443
ENSMUSG00000022257.4|Laptm4b	6.64693925356422	6.63396009557842	6.78188133060335	6.80127897417294
ENSMUSG00000022261.6|Sdc2	2.85084765178145	2.85380971421876	3.26555075037735	3.31969091445943
ENSMUSG00000022263.10|Trio	6.85067674279986	6.78928841598071	6.80768778533182	6.85525509645821
ENSMUSG00000022265.7|Ank	7.56381384699607	7.57236912235197	7.74970854501962	7.80376280476905
ENSMUSG00000022270.16|Retreg1	6.9216034580454	7.01845037816196	6.78916510524112	6.88071099413019
ENSMUSG00000022272.17|Myo10	7.18357786947267	7.16706295050009	7.03859655451923	7.06857502536616
ENSMUSG00000022280.9|Rnf19a	6.18551598412211	6.28021641294211	6.39525233832099	6.3652696405506
ENSMUSG00000022283.15|Pabpc1	11.1963118576783	11.1751363894121	10.9640792906992	10.9971773368085
ENSMUSG00000022285.17|Ywhaz	10.347938286435	10.4026774065517	10.3566024083012	10.3295117799992
ENSMUSG00000022286.16|Grhl2	1.21215735012664	1.57227044301056	1.64270530045948	1.99043859689137
ENSMUSG00000022292.16|Rrm2b	5.77506484562129	5.86317939594228	6.23307870777787	6.14394052800013
ENSMUSG00000022295.8|Atp6v1c1	7.19808892390644	7.29829083069694	6.77583463326919	6.83661702344326
ENSMUSG00000022296.9|Baalc	1.04841415264039	0.393207563360472	-0.244572744521459	0.290931967176263
ENSMUSG00000022297.15|Fzd6	4.65537156392616	4.91432282390542	4.82962277032779	4.85121386787329
ENSMUSG00000022299.9|Slc25a32	5.18187496062318	5.20093265079706	5.41247252974439	5.32633227384353
ENSMUSG00000022300.10|Dcaf13	6.03888706449693	6.1085534343412	6.18551598412211	6.1597056269178
ENSMUSG00000022305.13|Lrp12	5.06996085749373	5.14042815637186	5.28303895113325	5.26365040931306
ENSMUSG00000022306.9|Zfpm2	5.32633227384353	5.20188632282742	5.45966842268348	5.32507046104699
ENSMUSG00000022307.16|Oxr1	8.54491054750962	8.58312195515798	8.72318562592968	8.61806977929985
ENSMUSG00000022312.11|Eif3h	8.67384427573223	8.73001934503822	8.51460334317002	8.46726822914895
ENSMUSG00000022313.10|Utp23	4.88418886742395	4.88418886742395	4.92503700017592	5.1271426331568
ENSMUSG00000022314.10|Rad21	8.55079365625561	8.63281851702165	8.71624378201702	8.67666228009908
ENSMUSG00000022322.8|Shcbp1	5.49121380942713	5.53665557012033	5.27176573762399	5.23193704635151
ENSMUSG00000022323.11|Rida	5.41247252974439	5.53807348257388	4.93888833708706	4.94422064578049
ENSMUSG00000022324.15|Matn2	2.65239577143643	2.55581699864935	3.20923858737553	3.21467328655646
ENSMUSG00000022325.14|Pop1	5.81753208537652	5.84591023460895	5.99922629669139	5.90439523157098
ENSMUSG00000022329.15|Stk3	5.62741093775764	5.77287535692622	5.90691693412057	5.76377132905446
ENSMUSG00000022335.17|Zfat	3.15687059409429	2.90903000157091	3.38967372947861	3.44215975315873
ENSMUSG00000022336.3|Eif3e	8.36699133788852	8.46167316811319	8.535793049676	8.456023073728
ENSMUSG00000022337.7|Emc2	5.44788416935705	5.54562120219565	5.81051403942828	5.77692047577064
ENSMUSG00000022338.8|Eny2	6.61314976023017	6.70394007876672	6.69706981107512	6.66992461034807
ENSMUSG00000022339.9|Ebag9	5.12403273866004	5.0345349127032	5.17593989470607	5.15388648599693
ENSMUSG00000022346.15|Myc	8.93776937762903	9.00274618573901	9.20132366458966	9.2064457416443
ENSMUSG00000022350.7|Washc5	7.99642650479387	8.04320924006408	7.57010821995844	7.6001220996916
