	SCR_0pt5mM_A	SCR_0pt5mM_B	SCR_4mM_A	SCR_4mM_B
ENSMUSG00000000001.4|Gnai3	8.17374053768821	8.30645401874347	8.27720677939262	8.24208834518353
ENSMUSG00000000028.15|Cdc45	5.32633227384353	5.26775036917469	4.7989600857935	4.85272044379784
ENSMUSG00000000056.7|Narf	4.76054480923748	4.92991940349186	4.78520675172654	4.79090230348404
ENSMUSG00000000058.6|Cav2	8.32273518984717	8.50862331557033	8.1320144959853	8.13640798783161
ENSMUSG00000000078.7|Klf6	8.88658327603715	8.96198753727882	9.287733160356	9.25738993715182
ENSMUSG00000000085.16|Scmh1	3.67152646819457	3.67095214643491	3.61874117153378	3.65852480098832
ENSMUSG00000000088.7|Cox5a	6.21962124725385	6.40869803483834	6.05489336999343	5.98631154086484
ENSMUSG00000000126.11|Wnt9a	0.141989653256828	0.180936749365178	0.823870841297286	0.775023511790052
ENSMUSG00000000127.15|Fer	5.38101094767146	5.44837469208561	5.42680245526728	5.39994208763284
ENSMUSG00000000131.15|Xpo6	6.32943604517027	6.26536344130986	6.25982671595702	6.35469598554533
ENSMUSG00000000134.17|Tfe3	5.84452059206515	5.87751287828441	5.86255614587688	5.82088709039855
ENSMUSG00000000148.17|Brat1	4.32798029842698	4.16149174356025	4.15017335848049	4.11603290567659
ENSMUSG00000000149.10|Gna12	5.80666336841839	5.63858627614669	5.58197776008083	5.62450862601244
ENSMUSG00000000154.16|Slc22a18	3.52335491072615	3.19054790104639	2.99613960753307	3.21467328655646
ENSMUSG00000000159.16|Igsf5	2.51888082459998	2.61088494565913	2.14245177946483	2.50391863754607
ENSMUSG00000000167.14|Pih1d2	1.48271413004793	1.03154599558988	1.02023682905218	1.08953333568806
ENSMUSG00000000168.9|Dlat	6.2042603093283	6.3043118537602	6.12455401276267	6.12455401276267
ENSMUSG00000000171.5|Sdhd	6.78562693812692	6.73574019324935	6.51469297053553	6.55920562340413
ENSMUSG00000000184.12|Ccnd2	8.63938789864385	8.67186446750917	8.19918660193308	8.1633806557158
ENSMUSG00000000194.13|Gpr107	6.1273633739098	6.0607351558702	6.10980545500595	6.21537733249565
ENSMUSG00000000204.16|Slfn4	2.92047611637	2.87156905652308	2.74953231820584	3.05309655209712
ENSMUSG00000000223.13|Drp2	0.302567613660521	0.714562515247715	-0.177693156745748	0.624846772034779
ENSMUSG00000000244.17|Tspan32	1.14276909744483	0.856105444482695	1.69270667805866	1.57227044301056
ENSMUSG00000000266.11|Mid2	3.86521990571686	3.90891177474416	4.3862025431016	4.22649828563529
ENSMUSG00000000275.16|Trim25	7.03859655451923	7.03125632402205	7.05459022028871	7.13160523677482
ENSMUSG00000000276.11|Dgke	4.56417873732524	4.76990150913198	4.71507503772384	4.80168890623583
ENSMUSG00000000278.10|Scpep1	7.79141499966958	7.75136194818659	7.55263927376405	7.61635268041002
ENSMUSG00000000282.12|Mnt	6.00896138128411	5.91027347295138	6.21191324071011	6.2567177581727
ENSMUSG00000000290.13|Itgb2	3.79765341205083	3.53948365963656	4.11603290567659	4.36226993667124
ENSMUSG00000000295.13|Hddc2	4.34429285066489	4.31639939922444	4.23342432700314	4.19353534313092
ENSMUSG00000000296.8|Tpd52l1	6.70386941384414	6.64336518421572	6.59725638620106	6.5931403953743
ENSMUSG00000000301.16|Pemt	1.85625353875066	1.71044408312008	2.08276899292852	2.2034988265823
ENSMUSG00000000303.12|Cdh1	9.56677030107533	9.57550668542131	9.81497218525809	9.89371894529731
ENSMUSG00000000308.14|Ckmt1	0.624846772034779	0.265936505951641	0.348602950164909	0.461675159841173
ENSMUSG00000000317.11|Bcl6b	2.80717367271498	2.50391863754607	1.66106875998114	1.75343823331825
ENSMUSG00000000325.16|Arvcf	3.16664549418772	3.20000296775373	3.00368583670796	2.8840285132222
ENSMUSG00000000326.13|Comt	5.93708036841381	5.96426219311132	5.99462992830925	6.14063908701577
ENSMUSG00000000339.14|Rtca	4.93534049693402	5.08893299071446	4.88711685272409	4.99408100716124
ENSMUSG00000000340.10|Dbt	5.45753335734383	5.53943903931654	5.73824683739149	5.80948636985682
ENSMUSG00000000346.9|Dazap2	7.41325566643532	7.37080520578249	7.38498987348729	7.29829083069694
ENSMUSG00000000355.13|Mcts1	4.41066361895356	4.65622382335655	4.47029276179792	4.35144775147303
ENSMUSG00000000374.8|Trappc10	5.9487837831182	5.98802525779708	5.96039046524911	6.01432605526117
ENSMUSG00000000378.15|Ccm2	5.21274245836283	5.16214486425672	4.97268020459436	5.00382308782551
ENSMUSG00000000384.15|Tbrg4	5.72581839227909	5.59477135812844	5.85098548412885	5.87353744205246
ENSMUSG00000000385.8|Tmprss2	6.62154934099409	6.69409028906999	7.55666126417181	7.562645286469
ENSMUSG00000000386.15|Mx1	0.456522327000359	0.348602950164909	1.91812849068629	1.50321280562489
ENSMUSG00000000399.10|Ndufa9	6.66636839327881	6.6360263734617	6.70915340305858	6.78863971363126
ENSMUSG00000000409.14|Lck	2.57530273511966	2.38531952909245	2.40722573490172	2.63392696563021
ENSMUSG00000000420.15|Galnt1	6.97935373775587	7.02113492448911	7.06387449425978	7.09500130306799
ENSMUSG00000000439.9|Mkrn2	5.22523752417133	5.09289769580311	5.24342594712376	5.25524924315597
ENSMUSG00000000440.12|Pparg	6.16233137200145	6.26970591980911	6.64172153705825	6.53508863037453
ENSMUSG00000000441.17|Raf1	6.89479774268629	6.76481928939982	6.82328361151153	6.8840692303601
ENSMUSG00000000489.7|Pdgfb	5.57563927163969	5.46440278283915	5.22987564306233	5.25113177091191
ENSMUSG00000000531.5|Grasp	4.43843419694746	4.58168852223729	4.29394839603592	4.24101615762915
ENSMUSG00000000532.11|Acvr1b	5.70310133168915	5.55560129830618	5.52386599891432	5.61256051447624
ENSMUSG00000000538.18|Tom1l2	6.33254043695662	6.23298531736661	6.1720552075792	6.15810395080358
ENSMUSG00000000544.14|Gpa33	3.43690430420605	3.28622946949015	3.55666377934216	3.60940226201522
ENSMUSG00000000552.10|Zfp385a	3.70819039908189	3.63148893182447	3.36190344172109	3.54563467198445
ENSMUSG00000000555.8|Itga5	5.41113428293356	5.38838747991391	5.37445273410029	5.52822921043459
ENSMUSG00000000561.14|Wdr77	7.50186947917262	7.60609051509798	7.67876671272488	7.67651388726361
ENSMUSG00000000563.17|Atp5f1	8.15696959770179	8.12078004476751	8.24985065696362	8.2303585742722
ENSMUSG00000000567.5|Sox9	5.9817495592249	6.12796515367722	6.13871122721091	6.0896408545757
ENSMUSG00000000568.15|Hnrnpd	6.59416600963506	6.74743904893727	6.76109305305725	6.66644084682744
ENSMUSG00000000579.14|Dynlt1c	2.19091973032592	2.46795633581284	2.34638949672916	2.2034988265823
ENSMUSG00000000581.8|C1d	4.66528797190443	4.87439960165779	4.63529997122609	4.56417873732524
ENSMUSG00000000594.7|Gm2a	4.50865634550473	4.66833607167323	3.94750323508951	3.89735230265543
ENSMUSG00000000600.15|Krit1	6.17183975132415	6.24930453849294	6.09221377016749	6.13475744905721
ENSMUSG00000000605.9|Clcn4	4.35035379257096	4.33794987610866	4.21103386292181	4.24444749774389
ENSMUSG00000000627.15|Sema4f	2.80717367271498	2.84892476295647	2.7278605368608	2.69928136355527
ENSMUSG00000000628.10|Hk2	8.44698925107583	8.37755516579195	8.68489296189887	8.75347339092013
ENSMUSG00000000631.20|Myo18a	7.77098280628033	7.6001220996916	7.72862192271279	7.76578718520288
ENSMUSG00000000690.5|Hoxb6	0.507994321403668	0.393207563360472	0.230959017493788	0.0333376526722322
ENSMUSG00000000693.10|Loxl3	2.66375455500374	2.58716006879396	2.17349743861927	2.35352125098988
ENSMUSG00000000706.16|Btn1a1	-0.227394557000456	-0.26025668335845	0.999510078260006	0.847088130805815
ENSMUSG00000000708.14|Kat2b	5.71947388243623	5.72005080921882	5.59134054171227	5.54361082872107
ENSMUSG00000000711.3|Rab5b	6.32838383433782	6.23365330607942	6.16571105264761	6.19606060623206
ENSMUSG00000000732.9|Icosl	2.32955816424971	2.21288595099689	3.18495382150299	3.02672006933776
ENSMUSG00000000738.18|Spg7	6.45046830277686	6.3369274657808	6.33211033274064	6.42868488425246
ENSMUSG00000000740.12|Rpl13	9.07348094703806	9.29185102202073	9.1608474754219	9.03601534707918
ENSMUSG00000000743.9|Chmp1a	6.11392135994026	6.01108296863761	5.91116320320316	6.00114371782137
ENSMUSG00000000751.13|Rpa1	6.91502807906141	6.87386297888619	6.30685895522411	6.35823591782934
ENSMUSG00000000753.15|Serpinf1	-0.227394557000456	0.180936749365178	1.62834694982237	1.93675018956765
ENSMUSG00000000759.14|Tubgcp3	5.46241704851417	5.58616733519552	5.4822630929965	5.52403453806688
ENSMUSG00000000776.13|Polr3d	5.17132110265492	5.22851429869361	5.28303895113325	5.4561665135883
ENSMUSG00000000782.15|Tcf7	5.3304430844184	5.07035289422822	5.08643409102501	5.05369564752078
ENSMUSG00000000787.12|Ddx3x	9.57989371454227	9.65493599905537	9.62262584607285	9.59437397111186
ENSMUSG00000000794.9|Kcnn3	3.30222570319464	3.24610972459802	2.74953231820584	2.55825399278724
ENSMUSG00000000804.14|Usp32	6.69491796304413	6.78706993125389	6.42734542859826	6.46597454458667
ENSMUSG00000000811.13|Txnrd3	4.38407558196622	4.26439962892363	4.26439962892363	4.51871069270718
ENSMUSG00000000823.16|Zfp512b	6.04853400324789	5.97695263286248	5.64028901693833	5.67176558903027
ENSMUSG00000000826.16|Dnajc5	8.35841549118224	8.38248025915169	7.99077210761125	8.04320924006408
ENSMUSG00000000827.18|Tpd52l2	6.78380438688968	6.71381949558458	6.66534807995812	6.68658276850873
ENSMUSG00000000838.17|Fmr1	6.4641977056068	6.62788012309084	6.46744456793318	6.4308682200031
ENSMUSG00000000876.11|Pxmp4	2.80717367271498	2.47834217067709	2.7278605368608	2.74953231820584
ENSMUSG00000000881.12|Dlg3	4.31639939922444	4.22957509657281	3.8798431428692	4.02516073687229
ENSMUSG00000000884.17|Gnb1l	2.70813760719778	2.70813760719778	2.24655973853816	2.49246378009725
ENSMUSG00000000901.17|Mmp11	3.77675134965017	3.66584309201114	3.34587029988176	3.49681678707601
ENSMUSG00000000902.13|Smarcb1	5.528869712363	5.41452074569184	5.54410194353995	5.5760962179905
ENSMUSG00000000915.15|Hip1r	5.7923163025535	5.74950584035914	6.09369851480962	6.13871122721091
ENSMUSG00000000916.15|Nsun5	4.49799507082185	4.29613647890935	4.49409848239724	4.44775866659051
ENSMUSG00000000934.9|Top1mt	4.2591509636209	4.07145607896241	4.36816535152333	4.19353534313092
ENSMUSG00000000957.11|Mmp14	7.41671542215242	7.2264607816579	7.20057089403528	7.30470706043846
ENSMUSG00000000958.10|Slc7a7	4.4076181313335	4.29394839603592	4.44279026325587	4.53500198987657
ENSMUSG00000000959.7|Oxa1l	5.35847305788917	5.36164353651529	5.51177895071992	5.55288218179878
ENSMUSG00000000976.13|Heatr6	5.46241704851417	5.53439466728187	5.36288485223605	5.37050078939014
ENSMUSG00000001014.6|Icam4	0.999510078260006	0.624846772034779	0.955485412044108	0.290931967176263
ENSMUSG00000001016.12|Ilf2	6.4833436376817	6.4353253781505	6.13992675058554	6.20887715148962
ENSMUSG00000001017.15|Chtop	7.4772098898388	7.52791155171055	7.58147152191084	7.57814012912291
ENSMUSG00000001018.15|Snapin	4.81955168893482	5.02751265862019	5.03059211584399	4.8586937229074
ENSMUSG00000001020.8|S100a4	6.7437179383886	6.71710176651829	6.87979583050391	6.89485685015326
ENSMUSG00000001021.12|S100a3	2.17506559528416	1.81169020429169	2.19380513579659	2.31515698060857
ENSMUSG00000001025.8|S100a6	10.5724934747359	10.5724934747359	10.5031595748352	10.4705467691185
ENSMUSG00000001034.17|Mapk7	5.34751273804249	5.29708147458916	5.18972890715226	5.28870809902101
ENSMUSG00000001036.17|Epn2	7.40063556138987	7.32554226082183	7.65279968039622	7.62030589598232
ENSMUSG00000001039.12|B9d1	3.04080339494809	3.08576475071946	3.30084000868701	3.31091650562458
ENSMUSG00000001052.15|Sec24b	6.75533543875103	6.79221402150004	6.8294503080774	6.75287241495506
ENSMUSG00000001053.15|N4bp3	3.52897045333382	3.68267833559606	3.28554637443055	3.26920155043292
ENSMUSG00000001054.9|Rmnd5b	4.59667937855776	4.50175267222649	4.43341181592039	4.58682644390155
ENSMUSG00000001056.3|Nhp2	6.49015543914043	6.41051164603217	6.23449658937375	6.27734345607265
ENSMUSG00000001062.18|Vps9d1	4.01107731021276	3.96871360423737	3.9723910648248	3.97789073557951
ENSMUSG00000001065.15|Zfp276	4.64343322984078	4.68729533131903	4.20251589008506	4.42538410260377
ENSMUSG00000001082.12|Mfsd10	5.59134054171227	5.48804044271386	5.44313788866321	5.64230963644863
ENSMUSG00000001089.14|Luzp1	6.57922634542347	6.61021044383443	6.70655247799873	6.712855024342
ENSMUSG00000001098.15|Kctd10	7.76359091282004	7.78190666217412	7.71117829308954	7.68514771689338
ENSMUSG00000001100.10|Poldip2	6.39483931057785	6.41786168911214	6.39858228494064	6.36615311028202
ENSMUSG00000001105.15|Ift20	4.46965552884025	4.53217502266374	4.37576782513844	4.12507923754906
ENSMUSG00000001119.7|Col6a1	5.0040435485866	4.81572609547147	4.55867406777126	4.54888377291053
ENSMUSG00000001120.15|Pcbp3	4.01107731021276	3.92890696026212	4.04640098991584	4.27632132450068
ENSMUSG00000001123.15|Lgals9	6.2936469902158	6.26269667923904	6.26361898713951	6.17642586969992
ENSMUSG00000001127.12|Araf	6.02544500049918	5.95074119682984	6.01294103721619	6.10143478430209
ENSMUSG00000001128.7|Cfp	0.548011911464284	0.348602950164909	-0.177693156745748	-0.29669635593634
ENSMUSG00000001131.11|Timp1	5.02179479540429	4.84967284333407	4.81853249271549	4.9851775679884
ENSMUSG00000001134.9|Uxt	3.46511727734336	3.43953435375731	3.70819039908189	3.66310719885771
ENSMUSG00000001138.13|Cnnm3	4.14454337673696	4.08331745321368	3.92228709046233	3.88269308007747
ENSMUSG00000001143.13|Lman2l	5.00979721277059	4.99503272097298	4.99408100716124	5.09332860835164
ENSMUSG00000001150.7|Mcm3ap	5.61271231320583	5.55560129830618	5.43489323206404	5.53106073110597
ENSMUSG00000001151.10|Pcnt	5.01463432632326	5.15590929928353	4.99725208129599	5.08151143048462
ENSMUSG00000001156.9|Mxd1	4.75078877490231	4.81853249271549	4.70142125747298	4.80324856879325
ENSMUSG00000001157.13|Gmcl1	5.13820774554523	5.27856919464593	5.04284349004348	5.11633708395448
ENSMUSG00000001158.13|Snrnp27	5.74707839316991	5.84951403233477	5.81407729660736	5.7629898110761
ENSMUSG00000001166.17|Oas1c	0.24298258954405	-0.26025668335845	0.548011911464284	0.461675159841173
ENSMUSG00000001173.15|Ocrl	5.2209813030042	5.14185316820623	5.23249426088758	5.12214123033475
ENSMUSG00000001175.14|Calm1	9.14586383928911	9.2600210842473	9.05012903869102	8.98658289666904
ENSMUSG00000001211.15|Agpat3	5.13656989595049	5.13244266628571	4.98244222861845	4.97153877757832
ENSMUSG00000001227.12|Sema6b	3.52335491072615	3.51445736100514	3.58095080679626	3.58445729881971
ENSMUSG00000001228.14|Uhrf1	7.32987696778202	7.27457433394969	6.45479784641339	6.52716393992405
ENSMUSG00000001229.9|Dpp9	6.78720022740322	6.68305813483932	6.55306213472158	6.57493145290514
ENSMUSG00000001247.16|Lsr	6.01656701168144	5.97029390798093	6.09159699349074	6.11945285937604
ENSMUSG00000001248.15|Gramd1a	4.52762285433567	4.52849971552686	3.80389053536904	4.06294858756843
ENSMUSG00000001270.9|Ckb	0.661774941267863	0.714562515247715	0.507994321403668	0.230959017493788
ENSMUSG00000001280.13|Sp1	7.35159602906651	7.41981264880541	7.60859690299406	7.56871844519546
ENSMUSG00000001281.10|Itgb7	6.93540354158995	6.86332018229139	6.64438991240892	6.79875031901039
ENSMUSG00000001285.12|Myg1	5.41347833477132	5.28451888774383	5.15429129103659	5.35596534018334
ENSMUSG00000001288.15|Rarg	6.29740746651994	6.22571517668878	6.36829415631462	6.31278617239799
ENSMUSG00000001289.12|Pfdn5	6.11881398065648	6.02339672863103	5.89662206944272	5.88565185918941
ENSMUSG00000001300.16|Efnb2	7.73747426733062	7.85701542326071	7.07769424210364	7.14780596185216
ENSMUSG00000001305.5|Rrp15	5.56438862190765	5.61836685687384	5.88168142259516	5.82321694250692
ENSMUSG00000001313.12|Rnd2	3.17305044178673	2.98889178888742	3.09501816153016	3.14073650255701
ENSMUSG00000001323.17|Srr	4.20179741622153	4.38445050284993	4.3862025431016	4.42733635860111
ENSMUSG00000001348.15|Acp5	4.18771505360211	4.00384796352881	3.98685698815477	4.09771982115408
ENSMUSG00000001366.14|Fbxo9	2.71912543791891	3.06503580289065	2.42317493028563	2.50391863754607
ENSMUSG00000001376.17|Vps50	6.83692306368573	6.91036231690354	6.85710599403201	6.84158954769571
ENSMUSG00000001380.7|Hars	6.70550953479428	6.68305813483932	6.55510485329997	6.60297080395007
ENSMUSG00000001383.9|Zmat2	5.53665557012033	5.56288960403317	5.58751243234592	5.60093241917537
ENSMUSG00000001403.13|Ube2c	6.5645795067594	6.82090440667718	6.69706981107512	6.74078454473575
ENSMUSG00000001415.10|Smg5	7.22011908075706	7.1822120738699	7.32263973782783	7.33577193430139
ENSMUSG00000001416.13|Cct3	8.43180782951043	8.41018514275892	8.384763873163	8.37144313821033
ENSMUSG00000001418.13|Glmp	7.07237869233839	6.93288821037317	6.55222671258819	6.65469888945
ENSMUSG00000001419.17|Mef2d	7.1154450084537	7.05115562401731	6.96372897880292	6.97089498009258
ENSMUSG00000001420.13|Tmem79	1.99224198072078	1.96658552627041	2.10314111367878	1.82803415926031
ENSMUSG00000001424.14|Snd1	8.15385154768229	8.02411331168886	8.48304769601538	8.54577343938346
ENSMUSG00000001435.15|Col18a1	7.89424855931391	7.76165043485597	8.41464581425637	8.43148192039195
ENSMUSG00000001436.15|Slc19a1	5.13081599092819	5.0151165105665	5.29160180268587	5.41992039706532
ENSMUSG00000001440.5|Kpnb1	9.9794771711623	10.0040666697451	9.99064078557548	10.0040666697451
ENSMUSG00000001441.13|Npepps	7.2085455469438	7.21860972961667	7.04202753388051	7.00121924272536
ENSMUSG00000001445.10|Mrpl10	6.47830722084688	6.35167536167122	6.45318447879332	6.43984559580272
ENSMUSG00000001467.5|Cyp51	6.20216069881149	6.35814597424637	6.46371813849089	6.53687124885127
ENSMUSG00000001472.17|Tcf25	7.94447482147569	7.93916733263742	7.98879942722984	7.93778011123527
ENSMUSG00000001473.7|Tubb6	6.78225220974477	6.58977784797768	6.5008058812684	6.62867540449427
ENSMUSG00000001482.15|Def8	5.12008014071432	5.09374175130658	5.25998755280458	5.25021140765164
ENSMUSG00000001497.18|Pax9	6.4227031308943	6.36588868060958	7.18644174325865	7.03125632402205
ENSMUSG00000001504.10|Irx2	1.5234227857065	1.62834694982237	1.57227044301056	1.6005734602879
ENSMUSG00000001507.16|Itga3	9.85441606086397	9.80128429093548	9.68365591449401	9.77792075870307
ENSMUSG00000001517.14|Foxm1	7.0139617877844	6.95214604631891	6.70154680120148	6.88207505121493
ENSMUSG00000001518.12|Itfg2	5.63374965817464	5.54747232040115	6.23543748468784	6.30714001914082
ENSMUSG00000001520.12|Nrip2	2.71912543791891	2.8038834485527	3.03377899076599	2.70813760719778
ENSMUSG00000001521.12|Tulp3	5.76831811793729	5.68663605353686	5.55439205067481	5.53485793545536
ENSMUSG00000001524.14|Gtf2h4	4.998568634726	4.90068382841861	4.7666969004861	4.8688100688916
ENSMUSG00000001525.10|Tubb5	9.90391738184666	9.8818966716303	9.43042457255853	9.45254304495528
ENSMUSG00000001542.7|Ell2	5.41347833477132	5.43355990836918	5.39994208763284	5.36024069593191
ENSMUSG00000001552.14|Jup	7.06495175855148	7.04362176087624	6.76994957850437	6.81806379155056
ENSMUSG00000001555.10|Fkbp10	6.52793949925225	6.45204248211915	6.54844252324415	6.64751451525001
ENSMUSG00000001569.10|Nom1	5.74505371336662	5.86676320588904	5.74626652371654	5.72989138183483
ENSMUSG00000001576.15|Ergic1	8.08596621081865	8.05741829694602	7.92848818072887	7.94730777070121
ENSMUSG00000001588.12|Acap1	0.0753336284564237	0.230959017493788	0.302567613660521	0.461675159841173
ENSMUSG00000001604.14|Tcea3	0.863319160150741	0.823870841297286	0.586943494598005	0.661774941267863
ENSMUSG00000001622.15|Csn3	4.91191671025216	4.87737570338177	4.51901896095337	4.80892428281781
ENSMUSG00000001627.12|Ifrd1	7.53177750506735	7.70273149648868	7.59532484282597	7.5399482971423
ENSMUSG00000001630.13|Stk38l	5.62156740436005	5.70886387092015	5.72864193018474	5.68861679634519
ENSMUSG00000001632.16|Brpf1	5.95389426330782	5.88225545302828	5.71990323402228	5.80628842399847
ENSMUSG00000001642.18|Akr1b3	7.23530786960071	7.12846407782337	7.360992295109	7.42244539209714
ENSMUSG00000001663.10|Gstt1	4.71457200589862	4.63761798445057	5.01956427448099	4.8905632288186
ENSMUSG00000001665.11|Gstt3	3.85728657369443	3.95762443229698	3.90995118111258	3.86720094785662
ENSMUSG00000001666.8|Ddt	4.41467990458039	4.14048533905402	4.38060722131115	4.35844732873758
ENSMUSG00000001674.11|Ddx18	7.31283118655222	7.4116717501697	7.48963425407464	7.51431455645189
ENSMUSG00000001687.15|Ubl3	6.63338499292021	6.68547496381015	6.44324557972007	6.35383005342166
ENSMUSG00000001700.10|Gramd3	2.91283725626724	3.02672006933776	2.97607096805508	2.92621540577138
ENSMUSG00000001707.8|Eef1e1	5.82034878480896	5.83886673052143	5.87182870007127	5.80513259302467
ENSMUSG00000001729.14|Akt1	7.3155319314282	7.22174872198619	7.02000379042748	7.03804455605015
ENSMUSG00000001750.16|Tcirg1	5.23121083545714	5.10755079739126	5.32251946275183	5.29270632128799
ENSMUSG00000001751.9|Naglu	4.98876392468618	4.99190189500336	4.96325329673759	5.13144071804057
ENSMUSG00000001755.12|Coasy	4.8261134841382	4.67634634589593	4.73797214193838	4.76724188257666
ENSMUSG00000001761.7|Smo	5.09773183154449	5.07035289422822	4.67686233133476	4.8366357435222
ENSMUSG00000001763.14|Tspan33	0.548011911464284	0.678960438311194	0.302567613660521	0.688979798155028
ENSMUSG00000001767.5|Crnkl1	5.25829819679667	5.2896240488035	5.17434424327744	5.14705463147407
ENSMUSG00000001768.16|Rin2	4.73039012941683	4.79138065071626	4.83944558133096	4.60310339316668
ENSMUSG00000001774.8|Chordc1	6.37633001879317	6.54681780255902	6.51610679677776	6.45204248211915
ENSMUSG00000001783.3|Rtcb	6.91406183834864	6.81098524313783	6.96857541735257	6.98506488869601
ENSMUSG00000001785.13|Pwp1	6.21693298465461	6.19530849405765	6.4011098259267	6.40251045624048
ENSMUSG00000001786.14|Fbxo7	3.36750059201893	3.38265962214954	3.25791243537567	3.6280955598075
ENSMUSG00000001794.13|Capns1	7.77983783969431	7.6001220996916	7.59819713760878	7.62610500402128
ENSMUSG00000001829.17|Clpb	5.31678686444476	5.35847305788917	5.57940659084216	5.62800977282462
ENSMUSG00000001833.17|Sept7	7.81614753333707	7.98216297186375	7.77353930788414	7.69794131587493
ENSMUSG00000001844.10|Zdhhc4	3.49295816625205	3.34084222088109	3.23390878255926	3.37165605119384
ENSMUSG00000001847.14|Rac1	8.49355876511992	8.51233030190683	8.44450253171047	8.45345643673629
ENSMUSG00000001855.15|Nup214	6.2450597138442	6.21952194280194	5.9817495592249	6.06232685574009
ENSMUSG00000001864.13|Aif1l	3.3395354304652	3.26693264386946	2.78303059244239	2.82455776454837
ENSMUSG00000001870.16|Ltbp1	7.28406659810773	7.22040838122908	7.51778618923085	7.64819442832025
ENSMUSG00000001891.16|Ugp2	5.45883599866179	5.72005080921882	5.65316891294681	5.55728084402671
ENSMUSG00000001909.16|Trmt1	6.61021044383443	6.50284399351478	6.41700400903717	6.45006093938566
ENSMUSG00000001910.4|Nacc1	7.17137806023138	6.93288821037317	6.77466949229805	6.87445100957748
ENSMUSG00000001911.16|Nfix	5.63844615424367	5.73853770334292	5.67237715977489	5.5879340557235
ENSMUSG00000001918.17|Slc1a5	7.56776035537255	7.56569282413767	7.68770570288595	7.85190001000108
ENSMUSG00000001924.15|Uba1	9.09411282342169	8.94679587881908	9.14840164266582	9.15614967995075
ENSMUSG00000001942.8|Siae	4.17656191217226	4.09434894858035	4.02652778572269	4.07145607896241
ENSMUSG00000001946.14|Esam	1.5234227857065	0.823870841297286	0.688979798155028	0.894704020407235
ENSMUSG00000001948.10|Spa17	0.586943494598005	0.265936505951641	0.955485412044108	0.661774941267863
ENSMUSG00000001962.8|Fam50a	5.03104352236126	4.94699945089894	4.73014104528868	4.79970527410026
ENSMUSG00000001964.14|Emd	5.57563927163969	5.62246243918758	5.86255614587688	5.82321694250692
ENSMUSG00000001983.7|Taco1	3.70819039908189	3.70275131972934	3.72678607583954	3.69721058947734
ENSMUSG00000001995.9|Sipa1l2	3.18568689926089	3.07802347284076	3.10449210493865	3.37787537079242
ENSMUSG00000001998.15|Ap4e1	4.70360043159368	4.76295787176497	4.84320220764627	4.88126037718364
ENSMUSG00000001999.15|Blvra	3.9723910648248	4.09434894858035	3.77675134965017	3.68163892922765
ENSMUSG00000002006.12|Pdzd4	0.586943494598005	0.230959017493788	0.302567613660521	0.548011911464284
ENSMUSG00000002010.17|Idh3g	6.16661176328966	5.99807430398326	6.39958857111094	6.40352180116098
ENSMUSG00000002014.12|Ssr4	5.99668238844804	5.97287844258805	6.30161969021146	6.33103309105043
ENSMUSG00000002015.5|Bcap31	6.82328361151153	6.89706542509884	6.66534807995812	6.81462754742228
ENSMUSG00000002017.10|Fam98a	6.39807353109343	6.42312836949915	6.32906684145826	6.363988439525
ENSMUSG00000002020.15|Ltbp2	6.7143918483239	6.56623510683752	7.23901439378469	7.25942807287751
ENSMUSG00000002028.13|Kmt2a	6.82652900394756	6.81537528615735	6.62426076931089	6.61249671558554
ENSMUSG00000002031.12|Ift46	5.85125646367595	5.66240360989025	5.49926182630068	5.51177895071992
ENSMUSG00000002032.17|Tmem25	0.507994321403668	0.999510078260006	0.688979798155028	0.97036223041747
ENSMUSG00000002043.17|Trappc6a	4.51681110728876	4.439415506556	4.25198881771122	4.19551738199717
ENSMUSG00000002052.6|Supt6	7.85872282798433	7.73028660682682	7.61000394973575	7.71665337304323
ENSMUSG00000002055.9|Spag5	5.8676171599155	5.84112550764071	5.86785744890522	5.87353744205246
ENSMUSG00000002057.4|Foxn1	1.64270530045948	1.46191834336161	0.688979798155028	0.714562515247715
ENSMUSG00000002058.13|Unc119	4.46604493289053	4.27551082132765	4.10733330267267	4.23180850325215
ENSMUSG00000002059.18|Rab34	6.212969268569	6.2873818734912	5.87428870677163	5.91187400689442
ENSMUSG00000002064.10|Sdf2	5.22523752417133	5.10427100359334	5.11593091976716	5.17393531606785
ENSMUSG00000002068.16|Ccne1	4.09771982115408	3.89240932643604	2.66375455500374	2.97428545074407
ENSMUSG00000002076.12|Hsf2bp	0.348602950164909	-0.406555959447108	1.03501411940024	1.08953333568806
ENSMUSG00000002083.13|Bbc3	2.98889178888742	3.52709361802637	3.34084222088109	3.30361139770228
ENSMUSG00000002102.15|Psmc3	6.93882120512851	6.88522806246658	6.7902048046275	6.75603191915872
ENSMUSG00000002103.15|Acp2	5.43373084381336	5.3968672666044	5.4215945143228	5.53943903931654
ENSMUSG00000002105.15|Slc39a13	4.25164134769985	4.22276122931724	3.97647950709943	3.99937181064244
ENSMUSG00000002107.18|Celf2	7.17491359351615	7.29128682971758	7.07147290403494	7.01564158715977
ENSMUSG00000002108.10|Nr1h3	3.02136030006197	2.8889322029571	3.02672006933776	2.9298002680455
ENSMUSG00000002109.14|Ddb2	3.79342728343368	3.66584309201114	3.54563467198445	3.37165605119384
