ensid_gene	gene	fc	log2fc	pvalue	fdr	gsea_ranking_score
ENSMUSG00000000385.8|Tmprss2	Tmprss2	5.11860356229938	2.35575027340244	7.16990967294083e-26	2.57418625441926e-23	25.1444863155722
ENSMUSG00000000386.15|Mx1	Mx1	11.4892979127109	3.52221873544775	2.25700145656617e-16	3.3003505757698e-15	15.6464681606482
ENSMUSG00000000399.10|Ndufa9	Ndufa9	1.35177640585583	0.4348565385728	1.57940608886512e-07	4.19790322820706e-07	6.80150619204448
ENSMUSG00000000409.14|Lck	Lck	-5.87372312287216	-2.55427526112177	1.2003269463885e-11	6.24563712035786e-11	-10.920700444225
ENSMUSG00000000420.15|Galnt1	Galnt1	1.1277445615015	0.173440328740719	0.0100447667021335	0.0141322833987014	1.99806014564074
ENSMUSG00000000439.9|Mkrn2	Mkrn2	1.12864804852266	0.17459567405501	0.0312453620705387	0.0411745846352129	1.50521443837292
ENSMUSG00000000440.12|Pparg	Pparg	-1.01379568428402	-0.0197669275177397	0.775307525102584	0.801448747156732	-0.110526000765862
ENSMUSG00000000441.17|Raf1	Raf1	1.07003566786053	0.0976588872692874	0.144910123321166	0.172604226686805	0.838901273956368
ENSMUSG00000000486.13|Sept1	Sept1	1.54908536879244	0.631416652029215	0.0277054472214131	0.0368012283557335	1.55743483506465
ENSMUSG00000000489.7|Pdgfb	Pdgfb	-2.25995083470539	-1.17629138711026	1.80538079647276e-14	1.67523791634177e-13	-13.7434311813679
ENSMUSG00000000531.5|Grasp	Grasp	-1.06979987097881	-0.0973409348032037	0.279371197565222	0.31735730627663	-0.553818370531344
ENSMUSG00000000532.11|Acvr1b	Acvr1b	2.47793306353302	1.30913721644814	1.39241437639837e-17	2.75714213892641e-16	16.8562315013614
ENSMUSG00000000538.18|Tom1l2	Tom1l2	1.00558952208798	0.0080415225416397	0.907123775718328	0.918365217581267	0.0423334500469683
ENSMUSG00000000544.14|Gpa33	Gpa33	1.79663801837126	0.845299767943134	6.54361755413991e-09	2.1316756038952e-08	8.18418209121025
